channel1,channel2
-31.74,-31.74
-35.15,-35.15
-39.28,-39.28
-43.61,-43.61
-47.14,-47.14
-48.64,-48.64
-47.61,-47.61
-45.09,-45.09
-41.33,-41.33
-37.1,-37.1
-33.41,-33.41
-30.49,-30.49
-29.34,-29.34
-30.21,-30.21
-32.3,-32.3
-34.38,-34.38
-36.18,-36.18
-37.45,-37.45
-38.47,-38.47
-38.96,-38.96
-38.2,-38.2
-35.93,-35.93
-33.43,-33.43
-31.2,-31.2
-29.74,-29.74
-28.28,-28.28
-26.84,-26.84
-25.15,-25.15
-24.22,-24.22
-24.05,-24.05
-25.13,-25.13
-26.19,-26.19
-26.99,-26.99
-27.03,-27.03
-26.56,-26.56
-25.34,-25.34
-23.63,-23.63
-21.69,-21.69
-20.75,-20.75
-20.58,-20.58
-20.65,-20.65
-19.96,-19.96
-18.54,-18.54
-17.12,-17.12
-16.21,-16.21
-16.05,-16.05
-16.15,-16.15
-16.0,-16.0
-15.34,-15.34
-14.93,-14.93
-14.53,-14.53
-14.38,-14.38
-14.72,-14.72
-14.82,-14.82
-14.66,-14.66
-14.0,-14.0
-12.34,-12.34
-10.44,-10.44
-8.31,-8.31
-6.2,-6.2
-4.36,-4.36
-2.53,-2.53
-1.48,-1.48
-1.17,-1.17
-1.37,-1.37
-1.33,-1.33
0.22,0.22
2.51,2.51
5.27,5.27
7.51,7.51
9.48,9.48
11.42,11.42
13.85,13.85
16.5,16.5
18.38,18.38
19.23,19.23
19.09,19.09
17.43,17.43
14.28,14.28
10.16,10.16
6.09,6.09
3.3,3.3
2.52,2.52
3.26,3.26
4.49,4.49
6.21,6.21
8.91,8.91
12.59,12.59
16.48,16.48
19.08,19.08
19.91,19.91
19.47,19.47
19.04,19.04
19.6,19.6
20.91,20.91
22.71,22.71
24.48,24.48
26.23,26.23
27.48,27.48
27.94,27.94
27.91,27.91
27.86,27.86
28.56,28.56
30.0,30.0
31.92,31.92
33.33,33.33
34.7,34.7
36.58,36.58
38.67,38.67
40.98,40.98
42.78,42.78
43.8,43.8
44.55,44.55
45.28,45.28
45.77,45.77
45.97,45.97
45.94,45.94
45.88,45.88
46.58,46.58
48.0,48.0
50.66,50.66
55.03,55.03
60.61,60.61
66.87,66.87
72.33,72.33
75.97,75.97
77.31,77.31
77.39,77.39
76.95,76.95
76.75,76.75
76.3,76.3
74.33,74.33
70.86,70.86
66.67,66.67
62.27,62.27
58.39,58.39
55.03,55.03
52.45,52.45
50.89,50.89
50.08,50.08
49.77,49.77
49.2,49.2
48.64,48.64
48.83,48.83
49.5,49.5
50.41,50.41
50.55,50.55
49.94,49.94
49.56,49.56
49.45,49.45
49.33,49.33
48.69,48.69
47.55,47.55
45.67,45.67
43.3,43.3
40.44,40.44
37.36,37.36
34.53,34.53
32.74,32.74
32.21,32.21
31.93,31.93
31.4,31.4
30.61,30.61
29.83,29.83
29.3,29.3
29.27,29.27
28.48,28.48
26.95,26.95
24.94,24.94
23.18,23.18
21.94,21.94
21.2,21.2
20.47,20.47
19.74,19.74
18.52,18.52
17.05,17.05
15.34,15.34
13.41,13.41
12.23,12.23
12.31,12.31
13.64,13.64
15.95,15.95
17.75,17.75
18.52,18.52
18.03,18.03
16.8,16.8
14.82,14.82
12.61,12.61
10.17,10.17
8.0,8.0
6.09,6.09
3.96,3.96
1.59,1.59
-0.75,-0.75
-2.33,-2.33
-2.39,-2.39
-0.95,-0.95
0.98,0.98
2.64,2.64
3.04,3.04
2.18,2.18
0.57,0.57
-1.01,-1.01
-2.09,-2.09
-2.4,-2.4
-1.71,-1.71
-0.77,-0.77
-0.1,-0.1
0.57,0.57
0.74,0.74
0.9,0.9
1.06,1.06
0.72,0.72
-0.87,-0.87
-2.69,-2.69
-4.25,-4.25
-5.29,-5.29
-5.82,-5.82
-6.6,-6.6
-7.61,-7.61
-8.87,-8.87
-9.86,-9.86
-10.85,-10.85
-11.07,-11.07
-10.54,-10.54
-9.26,-9.26
-7.99,-7.99
-7.49,-7.49
-8.23,-8.23
-9.72,-9.72
-10.7,-10.7
-10.41,-10.41
-9.87,-9.87
-9.34,-9.34
-9.81,-9.81
-10.78,-10.78
-12.23,-12.23
-13.67,-13.67
-15.1,-15.1
-15.75,-15.75
-15.15,-15.15
-13.56,-13.56
-11.47,-11.47
-10.16,-10.16
-10.35,-10.35
-11.29,-11.29
-12.72,-12.72
-13.89,-13.89
-15.04,-15.04
-15.68,-15.68
-15.56,-15.56
-14.69,-14.69
-13.33,-13.33
-12.48,-12.48
-12.63,-12.63
-13.78,-13.78
-15.41,-15.41
-16.53,-16.53
-16.89,-16.89
-16.24,-16.24
-15.59,-15.59
-15.2,-15.2
-15.56,-15.56
-16.66,-16.66
-18.01,-18.01
-18.58,-18.58
-17.65,-17.65
-15.72,-15.72
-14.06,-14.06
-13.66,-13.66
-14.52,-14.52
-15.86,-15.86
-16.69,-16.69
-16.76,-16.76
-16.07,-16.07
-15.14,-15.14
-13.72,-13.72
-11.8,-11.8
-10.16,-10.16
-9.27,-9.27
-9.64,-9.64
-10.77,-10.77
-11.87,-11.87
-12.46,-12.46
-12.55,-12.55
-11.88,-11.88
-11.47,-11.47
-12.31,-12.31
-14.64,-14.64
-17.95,-17.95
-21.97,-21.97
-25.7,-25.7
-28.65,-28.65
-30.82,-30.82
-32.45,-32.45
-33.33,-33.33
-33.44,-33.44
-32.54,-32.54
-31.39,-31.39
-30.0,-30.0
-29.12,-29.12
-28.49,-28.49
-27.62,-27.62
-26.74,-26.74
-26.62,-26.62
-27.25,-27.25
-28.37,-28.37
-28.73,-28.73
-28.08,-28.08
-26.42,-26.42
-25.03,-25.03
-23.91,-23.91
-23.53,-23.53
-23.16,-23.16
-23.03,-23.03
-23.64,-23.64
-25.27,-25.27
-26.61,-26.61
-27.69,-27.69
-27.75,-27.75
-27.06,-27.06
-25.87,-25.87
-24.19,-24.19
-22.27,-22.27
-21.36,-21.36
-21.45,-21.45
-22.81,-22.81
-23.64,-23.64
-23.45,-23.45
-21.77,-21.77
-19.34,-19.34
-16.95,-16.95
-14.81,-14.81
-13.45,-13.45
-12.84,-12.84
-13.25,-13.25
-14.14,-14.14
-15.27,-15.27
-15.39,-15.39
-14.25,-14.25
-12.88,-12.88
-12.27,-12.27
-12.91,-12.91
-14.78,-14.78
-16.64,-16.64
-17.73,-17.73
-17.81,-17.81
-16.39,-16.39
-13.98,-13.98
-11.59,-11.59
-9.72,-9.72
-8.61,-8.61
-8.27,-8.27
-8.91,-8.91
-10.06,-10.06
-11.94,-11.94
-14.56,-14.56
-17.39,-17.39
-19.95,-19.95
-21.73,-21.73
-22.5,-22.5
-22.27,-22.27
-21.77,-21.77
-21.52,-21.52
-21.27,-21.27
-21.52,-21.52
-22.27,-22.27
-24.25,-24.25
-26.97,-26.97
-29.66,-29.66
-31.81,-31.81
-33.19,-33.19
-33.56,-33.56
-33.66,-33.66
-34.02,-34.02
-35.11,-35.11
-37.19,-37.19
-39.48,-39.48
-41.01,-41.01
-40.76,-40.76
-39.27,-39.27
-37.27,-37.27
-35.04,-35.04
-33.08,-33.08
-31.37,-31.37
-29.94,-29.94
-28.76,-28.76
-27.58,-27.58
-26.41,-26.41
-25.75,-25.75
-27.09,-27.09
-30.91,-30.91
-35.2,-35.2
-38.19,-38.19
-38.15,-38.15
-35.09,-35.09
-31.32,-31.32
-28.08,-28.08
-25.6,-25.6
-23.4,-23.4
-21.47,-21.47
-19.8,-19.8
-19.13,-19.13
-19.48,-19.48
-19.32,-19.32
-17.91,-17.91
-15.75,-15.75
-13.87,-13.87
-12.99,-12.99
-13.13,-13.13
-13.52,-13.52
-13.64,-13.64
-13.02,-13.02
-11.89,-11.89
-10.02,-10.02
-7.42,-7.42
-4.6,-4.6
-2.55,-2.55
-1.02,-1.02
0.26,0.26
1.76,1.76
3.26,3.26
4.73,4.73
5.95,5.95
7.15,7.15
7.84,7.84
8.53,8.53
8.7,8.7
9.13,9.13
9.29,9.29
9.71,9.71
10.12,10.12
10.27,10.27
10.68,10.68
11.32,11.32
11.71,11.71
11.59,11.59
11.72,11.72
12.11,12.11
13.73,13.73
16.09,16.09
18.17,18.17
19.48,19.48
19.28,19.28
18.32,18.32
17.87,17.87
18.43,18.43
19.72,19.72
20.25,20.25
19.78,19.78
18.8,18.8
17.83,17.83
17.36,17.36
17.65,17.65
18.93,18.93
20.7,20.7
22.45,22.45
23.18,23.18
22.15,22.15
19.62,19.62
16.87,16.87
15.14,15.14
14.42,14.42
14.95,14.95
15.23,15.23
15.25,15.25
14.53,14.53
13.8,13.8
13.33,13.33
13.36,13.36
14.14,14.14
15.41,15.41
17.42,17.42
18.91,18.91
19.63,19.63
20.09,20.09
20.54,20.54
20.23,20.23
18.68,18.68
16.39,16.39
14.36,14.36
13.85,13.85
15.35,15.35
18.07,18.07
20.77,20.77
23.2,23.2
24.59,24.59
25.22,25.22
24.84,24.84
23.21,23.21
21.6,21.6
20.99,20.99
21.39,21.39
21.52,21.52
20.66,20.66
18.55,18.55
15.7,15.7
13.63,13.63
12.08,12.08
11.29,11.29
10.5,10.5
9.97,9.97
9.44,9.44
9.42,9.42
9.89,9.89
10.11,10.11
9.83,9.83
9.3,9.3
8.27,8.27
7.74,7.74
7.98,7.98
9.46,9.46
11.92,11.92
14.11,14.11
14.78,14.78
13.44,13.44
11.1,11.1
9.29,9.29
8.5,8.5
8.21,8.21
8.67,8.67
10.37,10.37
13.31,13.31
15.97,15.97
17.61,17.61
18.47,18.47
19.08,19.08
20.17,20.17
21.26,21.26
21.83,21.83
21.39,21.39
19.95,19.95
19.02,19.02
19.1,19.1
20.68,20.68
22.48,22.48
23.77,23.77
24.04,24.04
23.31,23.31
22.08,22.08
20.6,20.6
19.39,19.39
18.44,18.44
18.49,18.49
19.28,19.28
20.57,20.57
21.59,21.59
22.61,22.61
23.6,23.6
24.59,24.59
24.56,24.56
24.53,24.53
24.24,24.24
23.96,23.96
23.17,23.17
21.14,21.14
18.37,18.37
15.13,15.13
12.16,12.16
10.46,10.46
9.54,9.54
9.61,9.61
10.69,10.69
12.0,12.0
12.81,12.81
12.1,12.1
10.14,10.14
8.21,8.21
6.79,6.79
6.63,6.63
6.72,6.72
6.06,6.06
4.65,4.65
2.01,2.01
-0.86,-0.86
-3.45,-3.45
-5.27,-5.27
-5.07,-5.07
-3.38,-3.38
-0.69,-0.69
1.71,1.71
2.35,2.35
1.23,1.23
-1.38,-1.38
-4.22,-4.22
-6.28,-6.28
-7.57,-7.57
-8.34,-8.34
-8.61,-8.61
-8.38,-8.38
-8.14,-8.14
-7.66,-7.66
-7.43,-7.43
-7.7,-7.7
-8.47,-8.47
-10.23,-10.23
-12.97,-12.97
-15.43,-15.43
-17.37,-17.37
-17.79,-17.79
-17.45,-17.45
-16.62,-16.62
-16.53,-16.53
-16.7,-16.7
-17.36,-17.36
-18.52,-18.52
-20.16,-20.16
-21.78,-21.78
-22.88,-22.88
-22.72,-22.72
-21.81,-21.81
-21.16,-21.16
-21.0,-21.0
-21.85,-21.85
-23.43,-23.43
-25.5,-25.5
-28.54,-28.54
-32.05,-32.05
-35.53,-35.53
-37.46,-37.46
-37.13,-37.13
-35.29,-35.29
-32.96,-32.96
-32.15,-32.15
-32.59,-32.59
-34.02,-34.02
-35.69,-35.69
-36.83,-36.83
-37.46,-37.46
-37.32,-37.32
-36.43,-36.43
-35.8,-35.8
-35.41,-35.41
-35.78,-35.78
-35.63,-35.63
-33.98,-33.98
-32.09,-32.09
-30.96,-30.96
-31.34,-31.34
-31.21,-31.21
-29.58,-29.58
-25.95,-25.95
-21.86,-21.86
-18.55,-18.55
-16.52,-16.52
-15.5,-15.5
-14.24,-14.24
-12.99,-12.99
-11.5,-11.5
-9.77,-9.77
-7.31,-7.31
-3.86,-3.86
-0.2,-0.2
2.93,2.93
4.03,4.03
3.62,3.62
1.21,1.21
-1.67,-1.67
-4.03,-4.03
-4.37,-4.37
-2.2,-2.2
2.19,2.19
7.05,7.05
10.36,10.36
10.64,10.64
8.42,8.42
5.46,5.46
3.53,3.53
2.87,2.87
3.71,3.71
5.8,5.8
8.11,8.11
10.66,10.66
12.67,12.67
14.67,14.67
17.4,17.4
20.35,20.35
22.52,22.52
22.66,22.66
20.81,20.81
18.46,18.46
17.14,17.14
17.82,17.82
19.99,19.99
22.4,22.4
24.77,24.77
26.62,26.62
27.7,27.7
28.27,28.27
28.33,28.33
28.13,28.13
28.43,28.43
28.72,28.72
28.25,28.25
27.54,27.54
27.58,27.58
29.11,29.11
31.62,31.62
33.86,33.86
35.07,35.07
35.27,35.27
35.21,35.21
35.39,35.39
35.57,35.57
35.23,35.23
34.65,34.65
35.07,35.07
36.73,36.73
38.86,38.86
39.73,39.73
38.07,38.07
35.18,35.18
32.31,32.31
30.96,30.96
31.12,31.12
32.52,32.52
34.9,34.9
37.76,37.76
40.83,40.83
42.12,42.12
41.14,41.14
36.92,36.92
28.98,28.98
18.1,18.1
6.82,6.82
-2.35,-2.35
-7.69,-7.69
-9.73,-9.73
-10.5,-10.5
-11.77,-11.77
-15.27,-15.27
-20.98,-20.98
-26.89,-26.89
-31.99,-31.99
-35.29,-35.29
-37.06,-37.06
-37.8,-37.8
-37.53,-37.53
-37.26,-37.26
-37.73,-37.73
-40.7,-40.7
-45.38,-45.38
-50.51,-50.51
-54.09,-54.09
-54.62,-54.62
-53.15,-53.15
-51.17,-51.17
-49.71,-49.71
-49.51,-49.51
-50.04,-50.04
-51.07,-51.07
-51.58,-51.58
-51.08,-51.08
-49.32,-49.32
-46.82,-46.82
-44.34,-44.34
-41.38,-41.38
-38.18,-38.18
-34.26,-34.26
-30.87,-30.87
-28.25,-28.25
-26.91,-26.91
-26.32,-26.32
-24.98,-24.98
-22.91,-22.91
-20.09,-20.09
-17.8,-17.8
-15.53,-15.53
-13.03,-13.03
-10.05,-10.05
-7.09,-7.09
-4.66,-4.66
-2.5,-2.5
0.63,0.63
4.5,4.5
8.07,8.07
10.61,10.61
11.13,11.13
10.89,10.89
10.9,10.9
11.66,11.66
13.15,13.15
14.39,14.39
15.36,15.36
16.57,16.57
18.02,18.02
19.95,19.95
22.85,22.85
26.23,26.23
29.58,29.58
31.14,31.14
31.18,31.18
29.96,29.96
29.0,29.0
28.3,28.3
28.35,28.35
28.89,28.89
29.68,29.68
30.2,30.2
30.21,30.21
28.72,28.72
25.49,25.49
21.53,21.53
17.36,17.36
13.72,13.72
10.86,10.86
8.78,8.78
6.46,6.46
4.17,4.17
2.9,2.9
3.38,3.38
5.12,5.12
6.83,6.83
7.28,7.28
7.47,7.47
7.91,7.91
9.6,9.6
12.77,12.77
17.66,17.66
23.25,23.25
28.53,28.53
32.52,32.52
34.46,34.46
34.63,34.63
33.54,33.54
31.45,31.45
28.89,28.89
25.09,25.09
20.82,20.82
16.34,16.34
13.39,13.39
12.22,12.22
13.31,13.31
15.89,15.89
19.94,19.94
25.2,25.2
29.91,29.91
33.07,33.07
34.7,34.7
36.06,36.06
37.65,37.65
39.47,39.47
40.77,40.77
41.29,41.29
41.56,41.56
41.32,41.32
41.08,41.08
40.83,40.83
40.08,40.08
39.07,39.07
37.83,37.83
36.33,36.33
34.6,34.6
32.13,32.13
30.17,30.17
28.73,28.73
28.04,28.04
27.36,27.36
26.68,26.68
25.5,25.5
24.33,24.33
23.42,23.42
22.26,22.26
20.61,20.61
18.47,18.47
15.59,15.59
12.99,12.99
10.67,10.67
9.61,9.61
10.06,10.06
12.25,12.25
15.18,15.18
18.07,18.07
19.68,19.68
19.78,19.78
18.87,18.87
17.47,17.47
16.08,16.08
15.2,15.2
15.32,15.32
15.7,15.7
15.56,15.56
14.43,14.43
12.05,12.05
8.94,8.94
6.11,6.11
3.55,3.55
1.02,1.02
-1.99,-1.99
-5.47,-5.47
-7.92,-7.92
-8.35,-8.35
-6.77,-6.77
-3.95,-3.95
-0.41,-0.41
2.85,2.85
5.82,5.82
8.53,8.53
10.95,10.95
12.35,12.35
12.49,12.49
11.37,11.37
8.76,8.76
5.43,5.43
2.12,2.12
-0.41,-0.41
-1.66,-1.66
-1.66,-1.66
-1.4,-1.4
-1.64,-1.64
-2.88,-2.88
-5.61,-5.61
-9.07,-9.07
-13.73,-13.73
-18.37,-18.37
-22.45,-22.45
-25.23,-25.23
-26.25,-26.25
-26.99,-26.99
-27.98,-27.98
-29.2,-29.2
-30.66,-30.66
-32.1,-32.1
-32.77,-32.77
-33.19,-33.19
-33.34,-33.34
-33.48,-33.48
-33.38,-33.38
-33.27,-33.27
-32.89,-32.89
-32.52,-32.52
-32.41,-32.41
-32.53,-32.53
-33.4,-33.4
-34.5,-34.5
-35.59,-35.59
-35.91,-35.91
-34.98,-34.98
-33.3,-33.3
-31.88,-31.88
-31.47,-31.47
-31.56,-31.56
-32.14,-32.14
-32.71,-32.71
-34.27,-34.27
-36.31,-36.31
-38.84,-38.84
-40.32,-40.32
-40.29,-40.29
-39.51,-39.51
-38.72,-38.72
-38.19,-38.19
-37.9,-37.9
-37.61,-37.61
-37.07,-37.07
-36.03,-36.03
-34.74,-34.74
-32.46,-32.46
-29.45,-29.45
-26.2,-26.2
-23.73,-23.73
-22.79,-22.79
-23.09,-23.09
-24.4,-24.4
-25.94,-25.94
-26.95,-26.95
-26.7,-26.7
-24.46,-24.46
-21.23,-21.23
-18.52,-18.52
-18.09,-18.09
-20.66,-20.66
-24.7,-24.7
-27.95,-27.95
-29.67,-29.67
-29.87,-29.87
-29.56,-29.56
-29.25,-29.25
-29.19,-29.19
-29.62,-29.62
-30.55,-30.55
-32.46,-32.46
-34.35,-34.35
-35.72,-35.72
-36.07,-36.07
-35.16,-35.16
-33.5,-33.5
-31.11,-31.11
-27.98,-27.98
-25.12,-25.12
-22.54,-22.54
-20.73,-20.73
-19.18,-19.18
-17.64,-17.64
-17.12,-17.12
-17.84,-17.84
-19.56,-19.56
-21.76,-21.76
-22.19,-22.19
-20.6,-20.6
-17.28,-17.28
-13.99,-13.99
-12.23,-12.23
-12.22,-12.22
-13.22,-13.22
-13.95,-13.95
-14.18,-14.18
-13.91,-13.91
-13.63,-13.63
-13.6,-13.6
-14.08,-14.08
-14.29,-14.29
-14.5,-14.5
-14.71,-14.71
-14.91,-14.91
-15.36,-15.36
-15.8,-15.8
-15.99,-15.99
-15.42,-15.42
-14.11,-14.11
-12.55,-12.55
-11.01,-11.01
-9.98,-9.98
-9.21,-9.21
-7.95,-7.95
-6.44,-6.44
-4.94,-4.94
-4.71,-4.71
-5.48,-5.48
-7.25,-7.25
-8.74,-8.74
-10.47,-10.47
-12.68,-12.68
-14.88,-14.88
-16.54,-16.54
-17.2,-17.2
-17.34,-17.34
-16.48,-16.48
-15.37,-15.37
-14.27,-14.27
-13.93,-13.93
-14.84,-14.84
-17.24,-17.24
-19.37,-19.37
-20.22,-20.22
-18.81,-18.81
-16.17,-16.17
-13.79,-13.79
-12.93,-12.93
-13.33,-13.33
-14.98,-14.98
-17.1,-17.1
-19.21,-19.21
-20.79,-20.79
-20.86,-20.86
-19.42,-19.42
-16.99,-16.99
-14.58,-14.58
-12.69,-12.69
-11.07,-11.07
-9.96,-9.96
-9.6,-9.6
-9.5,-9.5
-9.65,-9.65
-9.05,-9.05
-6.95,-6.95
-3.87,-3.87
-0.81,-0.81
1.21,1.21
1.97,1.97
2.47,2.47
2.71,2.71
2.71,2.71
1.2,1.2
-1.79,-1.79
-5.76,-5.76
-9.69,-9.69
-12.08,-12.08
-13.2,-13.2
-12.31,-12.31
-9.42,-9.42
-5.31,-5.31
-1.48,-1.48
1.06,1.06
2.08,2.08
2.09,2.09
0.84,0.84
-2.64,-2.64
-7.34,-7.34
-11.74,-11.74
-13.61,-13.61
-12.45,-12.45
-9.3,-9.3
-5.68,-5.68
-2.84,-2.84
-1.53,-1.53
-1.98,-1.98
-3.68,-3.68
-6.1,-6.1
-7.76,-7.76
-8.65,-8.65
-8.03,-8.03
-6.66,-6.66
-4.81,-4.81
-2.97,-2.97
-1.15,-1.15
0.91,0.91
3.45,3.45
6.2,6.2
8.44,8.44
9.41,9.41
9.86,9.86
10.56,10.56
12.25,12.25
14.92,14.92
18.32,18.32
21.93,21.93
24.76,24.76
25.3,25.3
23.84,23.84
22.14,22.14
21.7,21.7
23.27,23.27
25.8,25.8
27.83,27.83
28.32,28.32
27.3,27.3
25.29,25.29
23.05,23.05
21.32,21.32
20.35,20.35
20.89,20.89
23.67,23.67
27.93,27.93
31.63,31.63
33.8,33.8
33.95,33.95
33.09,33.09
31.98,31.98
31.38,31.38
31.28,31.28
31.42,31.42
31.06,31.06
29.7,29.7
27.84,27.84
25.75,25.75
24.67,24.67
24.36,24.36
24.03,24.03
23.22,23.22
21.64,21.64
20.09,20.09
19.3,19.3
19.0,19.0
19.2,19.2
19.91,19.91
20.61,20.61
21.28,21.28
21.97,21.97
22.12,22.12
21.78,21.78
20.2,20.2
17.87,17.87
15.06,15.06
11.78,11.78
8.52,8.52
6.28,6.28
5.58,5.58
6.12,6.12
7.16,7.16
7.69,7.69
7.47,7.47
7.48,7.48
8.77,8.77
10.77,10.77
12.77,12.77
13.73,13.73
14.19,14.19
14.64,14.64
16.34,16.34
19.02,19.02
21.67,21.67
23.28,23.28
22.64,22.64
20.0,20.0
16.37,16.37
13.03,13.03
11.97,11.97
12.92,12.92
14.86,14.86
16.27,16.27
16.67,16.67
16.56,16.56
16.2,16.2
16.09,16.09
16.23,16.23
16.12,16.12
16.02,16.02
16.39,16.39
17.53,17.53
20.14,20.14
23.98,23.98
28.28,28.28
32.53,32.53
34.75,34.75
34.94,34.94
33.63,33.63
33.31,33.31
34.73,34.73
37.16,37.16
38.3,38.3
36.67,36.67
33.55,33.55
30.95,30.95
29.62,29.62
29.81,29.81
30.23,30.23
30.41,30.41
30.81,30.81
31.97,31.97
32.61,32.61
31.48,31.48
28.37,28.37
24.28,24.28
20.72,20.72
18.69,18.69
17.67,17.67
18.16,18.16
19.64,19.64
22.11,22.11
25.06,25.06
27.22,27.22
29.36,29.36
31.47,31.47
34.81,34.81
38.61,38.61
42.63,42.63
46.09,46.09
48.78,48.78
50.92,50.92
52.05,52.05
51.41,51.41
49.52,49.52
47.13,47.13
45.0,45.0
43.39,43.39
42.28,42.28
41.94,41.94
41.58,41.58
41.23,41.23
39.38,39.38
36.02,36.02
31.95,31.95
28.66,28.66
27.4,27.4
28.14,28.14
30.37,30.37
32.84,32.84
34.77,34.77
35.92,35.92
35.81,35.81
34.7,34.7
32.59,32.59
30.25,30.25
28.92,28.92
28.85,28.85
30.03,30.03
31.94,31.94
33.58,33.58
33.7,33.7
32.06,32.06
29.19,29.19
26.08,26.08
23.75,23.75
22.69,22.69
22.88,22.88
23.07,23.07
22.25,22.25
20.44,20.44
17.89,17.89
15.36,15.36
13.1,13.1
10.86,10.86
9.14,9.14
8.19,8.19
8.49,8.49
10.04,10.04
10.57,10.57
8.84,8.84
4.13,4.13
-2.29,-2.29
-8.39,-8.39
-11.95,-11.95
-12.96,-12.96
-11.72,-11.72
-8.74,-8.74
-5.28,-5.28
-2.6,-2.6
-0.95,-0.95
-0.31,-0.31
0.07,0.07
0.2,0.2
0.08,0.08
-1.54,-1.54
-4.65,-4.65
-8.98,-8.98
-13.01,-13.01
-16.01,-16.01
-18.48,-18.48
-19.92,-19.92
-20.1,-20.1
-19.52,-19.52
-18.69,-18.69
-18.62,-18.62
-18.8,-18.8
-19.22,-19.22
-18.88,-18.88
-18.55,-18.55
-17.96,-17.96
-17.88,-17.88
-18.05,-18.05
-17.96,-17.96
-17.62,-17.62
-17.53,-17.53
-16.94,-16.94
-15.85,-15.85
-14.02,-14.02
-12.2,-12.2
-11.9,-11.9
-14.35,-14.35
-18.28,-18.28
-21.66,-21.66
-23.27,-23.27
-22.85,-22.85
-21.93,-21.93
-21.77,-21.77
-22.61,-22.61
-24.44,-24.44
-26.74,-26.74
-29.53,-29.53
-32.28,-32.28
-33.99,-33.99
-35.45,-35.45
-36.13,-36.13
-36.8,-36.8
-37.2,-37.2
-37.35,-37.35
-37.25,-37.25
-37.63,-37.63
-38.02,-38.02
-37.88,-37.88
-36.74,-36.74
-34.37,-34.37
-32.5,-32.5
-31.9,-31.9
-32.55,-32.55
-32.93,-32.93
-32.56,-32.56
-32.69,-32.69
-34.06,-34.06
-36.91,-36.91
-39.73,-39.73
-41.52,-41.52
-42.3,-42.3
-42.8,-42.8
-44.04,-44.04
-46.02,-46.02
-47.47,-47.47
-48.15,-48.15
-48.81,-48.81
-49.97,-49.97
-51.35,-51.35
-51.96,-51.96
-51.31,-51.31
-49.91,-49.91
-49.02,-49.02
-48.88,-48.88
-48.98,-48.98
-48.56,-48.56
-47.65,-47.65
-47.24,-47.24
-48.07,-48.07
-50.39,-50.39
-52.94,-52.94
-54.45,-54.45
-54.43,-54.43
-53.16,-53.16
-50.14,-50.14
-46.65,-46.65
-43.67,-43.67
-42.23,-42.23
-42.53,-42.53
-43.58,-43.58
-44.36,-44.36
-44.38,-44.38
-43.13,-43.13
-41.9,-41.9
-40.66,-40.66
-40.19,-40.19
-40.71,-40.71
-41.98,-41.98
-42.97,-42.97
-42.95,-42.95
-41.41,-41.41
-38.9,-38.9
-36.14,-36.14
-33.91,-33.91
-33.2,-33.2
-33.23,-33.23
-34.25,-34.25
-35.27,-35.27
-36.02,-36.02
-35.75,-35.75
-34.48,-34.48
-32.48,-32.48
-30.73,-30.73
-30.49,-30.49
-32.25,-32.25
-35.24,-35.24
-37.95,-37.95
-39.38,-39.38
-39.04,-39.04
-36.95,-36.95
-34.12,-34.12
-31.3,-31.3
-29.52,-29.52
-28.74,-28.74
-27.71,-27.71
-25.45,-25.45
-21.45,-21.45
-16.48,-16.48
-11.8,-11.8
-7.66,-7.66
-4.57,-4.57
-2.25,-2.25
-0.45,-0.45
1.84,1.84
4.85,4.85
8.08,8.08
11.29,11.29
13.96,13.96
15.61,15.61
16.98,16.98
18.6,18.6
20.44,20.44
22.52,22.52
24.07,24.07
25.11,25.11
25.88,25.88
26.64,26.64
27.39,27.39
27.38,27.38
27.12,27.12
26.6,26.6
26.58,26.58
26.57,26.57
26.04,26.04
24.27,24.27
22.01,22.01
20.27,20.27
19.54,19.54
19.56,19.56
19.33,19.33
19.35,19.35
19.87,19.87
21.38,21.38
23.37,23.37
25.59,25.59
27.54,27.54
29.21,29.21
30.87,30.87
31.75,31.75
31.62,31.62
31.24,31.24
30.61,30.61
29.98,29.98
29.6,29.6
28.71,28.71
28.09,28.09
27.96,27.96
28.83,28.83
30.44,30.44
31.53,31.53
31.6,31.6
30.67,30.67
29.99,29.99
30.07,30.07
31.14,31.14
32.44,32.44
34.23,34.23
36.25,36.25
37.74,37.74
38.71,38.71
38.67,38.67
37.62,37.62
36.83,36.83
36.29,36.29
35.99,35.99
35.7,35.7
35.15,35.15
34.61,34.61
34.31,34.31
34.26,34.26
34.45,34.45
33.89,33.89
32.33,32.33
29.52,29.52
26.24,26.24
23.23,23.23
21.5,21.5
21.28,21.28
22.31,22.31
23.08,23.08
22.84,22.84
22.09,22.09
20.85,20.85
20.62,20.62
20.63,20.63
20.64,20.64
19.9,19.9
18.67,18.67
16.94,16.94
15.97,15.97
15.01,15.01
14.31,14.31
13.11,13.11
11.17,11.17
8.5,8.5
5.6,5.6
2.47,2.47
0.38,0.38
-0.2,-0.2
0.48,0.48
2.4,2.4
4.55,4.55
6.19,6.19
5.8,5.8
2.43,2.43
-4.67,-4.67
-15.21,-15.21
-27.39,-27.39
-39.21,-39.21
-48.92,-48.92
-56.53,-56.53
-61.56,-61.56
-62.79,-62.79
-59.49,-59.49
-51.47,-51.47
-40.76,-40.76
-29.65,-29.65
-19.88,-19.88
-11.7,-11.7
-4.34,-4.34
2.46,2.46
8.44,8.44
14.11,14.11
19.48,19.48
