channel1,channel2
167.12,167.12
167.19,167.19
167.31,167.31
167.31,167.31
166.81,166.81
166.81,166.81
166.81,166.81
166.75,166.75
166.69,166.69
166.56,166.56
166.44,166.44
166.31,166.31
166.12,166.12
165.94,165.94
165.69,165.69
165.44,165.44
165.19,165.19
164.87,164.87
164.56,164.56
164.25,164.25
163.87,163.87
163.5,163.5
163.12,163.12
162.69,162.69
162.25,162.25
161.75,161.75
161.81,161.81
161.25,161.25
160.75,160.75
160.19,160.19
159.62,159.62
159.56,159.56
158.94,158.94
158.31,158.31
157.69,157.69
157.5,157.5
156.87,156.87
156.12,156.12
155.37,155.37
155.12,155.12
154.37,154.37
153.62,153.62
153.37,153.37
152.5,152.5
151.75,151.75
151.37,151.37
150.5,150.5
149.62,149.62
149.25,149.25
148.37,148.37
147.37,147.37
147.0,147.0
146.0,146.0
145.5,145.5
144.5,144.5
143.5,143.5
143.0,143.0
142.0,142.0
141.5,141.5
140.37,140.37
139.37,139.37
138.75,138.75
137.62,137.62
137.0,137.0
135.87,135.87
135.25,135.25
134.12,134.12
133.5,133.5
132.37,132.37
131.12,131.12
130.5,130.5
129.25,129.25
128.5,128.5
127.25,127.25
126.62,126.62
125.37,125.37
124.62,124.62
123.25,123.25
122.5,122.5
121.25,121.25
120.5,120.5
119.12,119.12
118.37,118.37
117.0,117.0
116.25,116.25
114.87,114.87
114.0,114.0
112.62,112.62
111.37,111.37
110.5,110.5
109.12,109.12
108.25,108.25
106.87,106.87
106.0,106.0
104.62,104.62
103.62,103.62
102.25,102.25
101.37,101.37
100.0,100.0
99.0,99.0
97.62,97.62
96.75,96.75
95.25,95.25
94.37,94.37
92.87,92.87
92.0,92.0
90.5,90.5
89.62,89.62
88.12,88.12
87.19,87.19
85.75,85.75
84.81,84.81
83.31,83.31
82.37,82.37
80.94,80.94
80.0,80.0
78.5,78.5
77.56,77.56
76.06,76.06
74.62,74.62
73.69,73.69
72.19,72.19
71.25,71.25
69.81,69.81
68.81,68.81
67.37,67.37
66.44,66.44
64.94,64.94
64.0,64.0
62.56,62.56
61.63,61.63
60.13,60.13
58.69,58.69
57.25,57.25
56.31,56.31
54.88,54.88
53.44,53.44
52.5,52.5
51.56,51.56
50.63,50.63
49.25,49.25
48.31,48.31
46.88,46.88
45.5,45.5
44.56,44.56
43.19,43.19
42.25,42.25
40.88,40.88
39.44,39.44
38.56,38.56
37.19,37.19
36.31,36.31
34.94,34.94
34.06,34.06
32.75,32.75
31.37,31.37
30.5,30.5
29.19,29.19
27.81,27.81
27.0,27.0
25.69,25.69
24.87,24.87
23.56,23.56
22.25,22.25
21.44,21.44
20.12,20.12
19.37,19.37
18.06,18.06
16.81,16.81
16.06,16.06
14.81,14.81
13.56,13.56
12.81,12.81
11.56,11.56
10.38,10.38
9.63,9.63
8.44,8.44
7.75,7.75
6.5,6.5
5.37,5.37
4.69,4.69
3.5,3.5
2.31,2.31
1.69,1.69
0.56,0.56
-0.56,-0.56
-1.19,-1.19
-2.31,-2.31
-3.44,-3.44
-4.53,-4.53
-5.09,-5.09
-6.19,-6.19
-7.25,-7.25
-7.81,-7.81
-8.88,-8.88
-9.91,-9.91
-10.44,-10.44
-11.47,-11.47
-12.47,-12.47
-12.97,-12.97
-13.97,-13.97
-14.94,-14.94
-15.91,-15.91
-16.37,-16.37
-17.31,-17.31
-18.28,-18.28
-18.69,-18.69
-19.62,-19.62
-20.53,-20.53
-21.44,-21.44
-21.81,-21.81
-22.72,-22.72
-23.59,-23.59
-24.44,-24.44
-24.78,-24.78
-25.62,-25.62
-26.47,-26.47
-27.28,-27.28
-27.59,-27.59
-28.37,-28.37
-29.16,-29.16
-29.94,-29.94
-30.22,-30.22
-30.97,-30.97
-31.72,-31.72
-32.45,-32.45
-32.67,-32.67
-33.39,-33.39
-34.09,-34.09
-34.78,-34.78
-34.97,-34.97
-35.64,-35.64
-36.31,-36.31
-36.95,-36.95
-37.09,-37.09
-37.73,-37.73
-38.34,-38.34
-38.95,-38.95
-39.56,-39.56
-39.64,-39.64
-40.22,-40.22
-40.8,-40.8
-41.34,-41.34
-41.89,-41.89
-41.94,-41.94
-42.45,-42.45
-42.98,-42.98
-43.48,-43.48
-43.98,-43.98
-43.96,-43.96
-44.44,-44.44
-44.9,-44.9
-45.36,-45.36
-45.8,-45.8
-46.23,-46.23
-46.16,-46.16
-46.57,-46.57
-46.97,-46.97
-47.37,-47.37
-47.75,-47.75
-47.62,-47.62
-47.99,-47.99
-48.34,-48.34
-48.69,-48.69
-49.02,-49.02
-49.35,-49.35
-49.16,-49.16
-49.47,-49.47
-49.77,-49.77
-50.05,-50.05
-50.33,-50.33
-50.6,-50.6
-50.36,-50.36
-50.61,-50.61
-50.85,-50.85
-51.08,-51.08
-51.3,-51.3
-51.51,-51.51
-51.72,-51.72
-51.41,-51.41
-51.6,-51.6
-51.77,-51.77
-51.95,-51.95
-52.1,-52.1
-52.25,-52.25
-52.39,-52.39
-52.52,-52.52
-52.15,-52.15
-52.27,-52.27
-52.38,-52.38
-52.48,-52.48
-52.56,-52.56
-52.65,-52.65
-52.72,-52.72
-52.79,-52.79
-52.34,-52.34
-52.4,-52.4
-52.44,-52.44
-52.48,-52.48
-52.5,-52.5
-52.52,-52.52
-52.53,-52.53
-52.54,-52.54
-52.03,-52.03
-52.03,-52.03
-52.02,-52.02
-51.98,-51.98
-51.95,-51.95
-51.92,-51.92
-51.88,-51.88
-51.81,-51.81
-51.75,-51.75
-51.69,-51.69
-51.11,-51.11
-51.03,-51.03
-50.95,-50.95
-50.86,-50.86
-50.75,-50.75
-50.66,-50.66
-50.53,-50.53
-50.42,-50.42
-50.3,-50.3
-50.16,-50.16
-49.52,-49.52
-49.39,-49.39
-49.23,-49.23
-49.08,-49.08
-48.92,-48.92
-48.77,-48.77
-48.59,-48.59
-48.42,-48.42
-48.23,-48.23
-48.05,-48.05
-47.86,-47.86
-47.66,-47.66
-46.95,-46.95
-46.75,-46.75
-46.53,-46.53
-46.33,-46.33
-46.11,-46.11
-45.88,-45.88
-45.66,-45.66
-45.42,-45.42
-45.17,-45.17
-44.94,-44.94
-44.69,-44.69
-44.44,-44.44
-44.17,-44.17
-43.91,-43.91
-43.64,-43.64
-42.88,-42.88
-42.61,-42.61
-42.33,-42.33
-42.06,-42.06
-41.78,-41.78
-41.48,-41.48
-41.2,-41.2
-40.91,-40.91
-40.61,-40.61
-40.31,-40.31
-40.02,-40.02
-39.7,-39.7
-39.39,-39.39
-39.08,-39.08
-38.77,-38.77
-38.45,-38.45
-38.13,-38.13
-37.31,-37.31
-36.98,-36.98
-36.66,-36.66
-36.33,-36.33
-36.0,-36.0
-35.67,-35.67
-35.34,-35.34
-35.0,-35.0
-34.66,-34.66
-34.31,-34.31
-33.97,-33.97
-33.63,-33.63
-33.28,-33.28
-32.94,-32.94
-32.58,-32.58
-32.23,-32.23
-31.87,-31.87
-31.52,-31.52
-31.16,-31.16
-30.8,-30.8
-30.44,-30.44
-29.58,-29.58
-29.22,-29.22
-28.86,-28.86
-28.5,-28.5
-28.14,-28.14
-27.78,-27.78
-27.42,-27.42
-27.05,-27.05
-26.69,-26.69
-26.33,-26.33
-25.95,-25.95
-25.59,-25.59
-25.22,-25.22
-24.86,-24.86
-24.48,-24.48
-24.12,-24.12
-23.75,-23.75
-23.37,-23.37
-23.02,-23.02
-22.64,-22.64
-22.27,-22.27
-21.91,-21.91
-21.53,-21.53
-21.17,-21.17
-20.8,-20.8
-20.42,-20.42
-20.06,-20.06
-19.69,-19.69
-19.33,-19.33
-18.95,-18.95
-18.59,-18.59
-17.72,-17.72
-17.36,-17.36
-17.0,-17.0
-16.64,-16.64
-16.28,-16.28
-15.92,-15.92
-15.56,-15.56
-15.2,-15.2
-14.86,-14.86
-14.5,-14.5
-14.14,-14.14
-13.8,-13.8
-13.44,-13.44
-13.09,-13.09
-12.75,-12.75
-12.39,-12.39
-12.05,-12.05
-11.7,-11.7
-11.36,-11.36
-11.02,-11.02
-10.67,-10.67
-10.34,-10.34
-10.0,-10.0
-9.67,-9.67
-9.33,-9.33
-9.0,-9.0
-8.67,-8.67
-8.34,-8.34
-8.02,-8.02
-7.69,-7.69
-7.36,-7.36
-7.05,-7.05
-6.72,-6.72
-6.41,-6.41
-6.08,-6.08
-5.77,-5.77
-5.95,-5.95
-5.64,-5.64
-5.33,-5.33
-4.52,-4.52
-4.21,-4.21
-3.91,-3.91
-3.11,-3.11
-2.82,-2.82
-3.03,-3.03
-2.73,-2.73
-2.45,-2.45
-2.16,-2.16
-1.87,-1.87
-1.59,-1.59
-1.3,-1.3
-1.02,-1.02
-0.24,-0.24
-0.48,-0.48
0.3,0.3
0.06,0.06
0.83,0.83
1.09,1.09
1.34,1.34
1.6,1.6
1.85,1.85
2.1,2.1
2.35,2.35
2.59,2.59
2.84,2.84
3.08,3.08
3.31,3.31
3.55,3.55
3.77,3.77
4.01,4.01
4.23,4.23
4.45,4.45
4.67,4.67
4.89,4.89
5.11,5.11
5.32,5.32
5.53,5.53
5.74,5.74
5.94,5.94
6.14,6.14
6.34,6.34
6.54,6.54
6.73,6.73
6.92,6.92
7.11,7.11
7.29,7.29
7.47,7.47
7.65,7.65
7.83,7.83
8.0,8.0
8.17,8.17
7.84,7.84
8.01,8.01
7.68,7.68
6.35,6.35
3.53,3.53
-1.77,-1.77
-9.01,-9.01
-19.19,-19.19
-30.28,-30.28
-40.75,-40.75
-50.13,-50.13
-57.41,-57.41
-64.62,-64.62
-71.75,-71.75
-79.3,-79.3
-87.28,-87.28
-96.17,-96.17
-105.96,-105.96
-115.15,-115.15
-122.23,-122.23
-128.23,-128.23
-133.16,-133.16
-139.02,-139.02
-145.31,-145.31
-150.02,-150.02
-152.17,-152.17
-151.77,-151.77
-150.85,-150.85
-150.92,-150.92
-151.46,-151.46
-151.97,-151.97
-151.46,-151.46
-150.93,-150.93
-150.89,-150.89
-149.81,-149.81
-147.73,-147.73
-145.14,-145.14
-144.06,-144.06
-145.46,-145.46
-147.33,-147.33
-147.66,-147.66
-144.96,-144.96
-139.27,-139.27
-133.61,-133.61
-127.98,-127.98
-122.87,-122.87
-118.8,-118.8
-115.25,-115.25
-114.71,-114.71
-116.17,-116.17
-118.59,-118.59
-120.97,-120.97
-121.81,-121.81
-122.62,-122.62
-122.91,-122.91
-120.67,-120.67
-116.94,-116.94
-111.72,-111.72
-106.55,-106.55
-102.89,-102.89
-101.25,-101.25
-99.62,-99.62
-98.48,-98.48
-96.84,-96.84
-94.7,-94.7
-91.06,-91.06
-84.95,-84.95
-77.89,-77.89
-71.84,-71.84
-67.37,-67.37
-63.44,-63.44
-58.03,-58.03
-51.66,-51.66
-43.81,-43.81
-36.06,-36.06
-28.34,-28.34
-20.72,-20.72
-13.16,-13.16
-6.66,-6.66
-1.22,-1.22
4.16,4.16
11.5,11.5
20.78,20.78
30.97,30.97
40.53,40.53
48.53,48.53
54.94,54.94
59.78,59.78
63.59,63.59
66.34,66.34
70.03,70.03
75.72,75.72
82.31,82.31
89.34,89.34
93.81,93.81
96.69,96.69
99.06,99.06
101.37,101.37
103.69,103.69
104.94,104.94
106.12,106.12
107.31,107.31
110.5,110.5
114.62,114.62
119.19,119.19
124.19,124.19
130.12,130.12
136.5,136.5
143.81,143.81
150.0,150.0
153.62,153.62
156.19,156.19
158.69,158.69
161.69,161.69
164.06,164.06
165.44,165.44
166.81,166.81
169.06,169.06
171.31,171.31
173.56,173.56
174.19,174.19
175.31,175.31
177.44,177.44
178.94,178.94
179.44,179.44
178.44,178.44
176.37,176.37
175.31,175.31
175.75,175.75
176.62,176.62
178.0,178.0
179.31,179.31
181.12,181.12
183.87,183.87
186.56,186.56
187.19,187.19
186.31,186.31
185.87,185.87
185.94,185.94
186.44,186.44
185.94,185.94
183.94,183.94
182.37,182.37
180.81,180.81
180.25,180.25
179.69,179.69
178.56,178.56
178.44,178.44
178.81,178.81
178.12,178.12
175.87,175.87
172.19,172.19
169.0,169.0
168.31,168.31
169.06,169.06
170.31,170.31
171.06,171.06
170.75,170.75
170.37,170.37
170.5,170.5
170.12,170.12
168.69,168.69
167.25,167.25
166.81,166.81
166.87,166.87
166.37,166.37
162.87,162.87
158.37,158.37
153.94,153.94
151.44,151.44
150.0,150.0
148.0,148.0
146.06,146.06
144.06,144.06
142.06,142.06
139.06,139.06
133.56,133.56
127.62,127.62
123.25,123.25
121.31,121.31
121.94,121.94
123.0,123.0
124.06,124.06
126.06,126.06
128.06,128.06
129.5,129.5
128.94,128.94
125.31,125.31
121.75,121.75
118.69,118.69
116.62,116.62
114.06,114.06
111.5,111.5
108.44,108.44
105.87,105.87
103.87,103.87
100.87,100.87
96.81,96.81
92.81,92.81
90.37,90.37
89.41,89.41
88.44,88.44
87.47,87.47
87.0,87.0
87.03,87.03
87.53,87.53
87.0,87.0
85.47,85.47
83.47,83.47
81.94,81.94
80.44,80.44
78.91,78.91
76.41,76.41
73.41,73.41
70.94,70.94
67.94,67.94
64.0,64.0
58.06,58.06
51.19,51.19
45.34,45.34
40.56,40.56
34.84,34.84
27.62,27.62
18.5,18.5
9.94,9.94
2.47,2.47
-3.44,-3.44
-9.81,-9.81
-17.34,-17.34
-24.56,-24.56
-30.47,-30.47
-35.56,-35.56
-40.36,-40.36
-45.11,-45.11
-49.3,-49.3
-51.95,-51.95
-54.06,-54.06
-56.41,-56.41
-58.47,-58.47
-59.75,-59.75
-60.0,-60.0
-59.75,-59.75
-60.5,-60.5
-62.22,-62.22
-63.67,-63.67
-64.1,-64.1
-63.27,-63.27
-62.18,-62.18
-61.34,-61.34
-60.26,-60.26
-57.92,-57.92
-55.34,-55.34
-53.79,-53.79
-53.98,-53.98
-54.92,-54.92
-55.09,-55.09
-54.25,-54.25
-52.91,-52.91
-52.57,-52.57
-52.98,-52.98
-53.13,-53.13
-53.27,-53.27
-54.14,-54.14
-56.51,-56.51
-59.59,-59.59
-61.38,-61.38
-60.65,-60.65
-57.92,-57.92
-54.2,-54.2
-50.26,-50.26
-46.59,-46.59
-42.96,-42.96
-40.6,-40.6
-40.0,-40.0
-40.41,-40.41
-40.3,-40.3
-38.7,-38.7
-36.34,-36.34
-35.01,-35.01
-34.68,-34.68
-34.6,-34.6
-33.27,-33.27
-31.44,-31.44
-30.12,-30.12
-29.81,-29.81
-30.25,-30.25
-30.94,-30.94
-31.34,-31.34
-32.52,-32.52
-33.91,-33.91
-34.78,-34.78
-34.16,-34.16
-32.77,-32.77
-32.14,-32.14
-33.27,-33.27
-34.88,-34.88
-36.22,-36.22
-36.53,-36.53
-37.34,-37.34
-39.39,-39.39
-42.42,-42.42
-44.41,-44.41
-45.38,-45.38
-45.56,-45.56
-46.02,-46.02
-46.69,-46.69
-47.38,-47.38
-48.03,-48.03
-49.91,-49.91
-52.78,-52.78
-55.38,-55.38
-55.91,-55.91
-53.44,-53.44
-49.75,-49.75
-46.56,-46.56
-44.94,-44.94
-44.28,-44.28
-43.63,-43.63
-43.5,-43.5
-44.34,-44.34
-46.69,-46.69
-49.25,-49.25
-51.0,-51.0
-52.03,-52.03
-52.75,-52.75
-52.72,-52.72
-51.69,-51.69
-48.66,-48.66
-45.13,-45.13
-42.66,-42.66
-41.94,-41.94
-41.69,-41.69
-39.47,-39.47
-35.5,-35.5
-31.59,-31.59
-30.19,-30.19
-30.78,-30.78
-31.62,-31.62
-31.22,-31.22
-29.56,-29.56
-27.91,-27.91
-26.0,-26.0
-23.37,-23.37
-20.0,-20.0
-17.44,-17.44
-16.87,-16.87
-18.06,-18.06
-19.97,-19.97
-21.16,-21.16
-21.53,-21.53
-22.16,-22.16
-23.03,-23.03
-24.41,-24.41
-26.25,-26.25
-29.34,-29.34
-34.63,-34.63
-40.63,-40.63
-45.81,-45.81
-48.94,-48.94
-51.03,-51.03
-53.34,-53.34
-56.38,-56.38
-58.63,-58.63
-59.56,-59.56
-59.78,-59.78
-60.5,-60.5
-62.69,-62.69
-65.31,-65.31
-67.19,-67.19
-67.75,-67.75
-68.06,-68.06
-68.37,-68.37
-67.69,-67.69
-64.44,-64.44
-59.75,-59.75
-57.63,-57.63
-61.44,-61.44
-75.25,-75.25
-99.94,-99.94
-127.37,-127.37
-143.25,-143.25
-138.75,-138.75
-115.06,-115.06
-84.25,-84.25
-62.0,-62.0
-57.69,-57.69
-68.87,-68.87
-87.19,-87.19
-103.12,-103.12
-111.37,-111.37
-112.31,-112.31
-108.69,-108.69
-103.06,-103.06
-97.75,-97.75
-93.5,-93.5
-91.5,-91.5
-91.5,-91.5
-92.19,-92.19
-92.69,-92.69
-91.37,-91.37
-89.56,-89.56
-88.5,-88.5
-88.44,-88.44
-88.62,-88.62
-87.81,-87.81
-86.0,-86.0
-83.87,-83.87
-82.31,-82.31
-81.5,-81.5
-80.87,-80.87
-81.56,-81.56
-83.69,-83.69
-87.31,-87.31
-90.37,-90.37
-91.87,-91.87
-92.12,-92.12
-92.37,-92.37
-92.81,-92.81
-93.06,-93.06
-92.44,-92.44
-90.87,-90.87
-90.06,-90.06
-90.19,-90.19
-91.12,-91.12
-91.25,-91.25
-90.37,-90.37
-88.94,-88.94
-88.31,-88.31
-87.19,-87.19
-84.75,-84.75
-80.87,-80.87
-76.5,-76.5
-72.87,-72.87
-69.06,-69.06
-64.56,-64.56
-59.25,-59.25
-54.81,-54.81
-52.88,-52.88
-53.69,-53.69
-55.69,-55.69
-57.0,-57.0
-57.0,-57.0
-56.5,-56.5
-55.22,-55.22
-52.72,-52.72
-49.72,-49.72
-47.0,-47.0
-45.81,-45.81
-45.34,-45.34
-44.16,-44.16
-41.22,-41.22
-37.28,-37.28
-33.63,-33.63
-31.0,-31.0
-29.41,-29.41
-27.31,-27.31
-25.25,-25.25
-23.44,-23.44
-22.16,-22.16
-19.84,-19.84
-15.59,-15.59
-9.59,-9.59
-4.69,-4.69
-2.03,-2.03
-1.94,-1.94
-2.06,-2.06
-1.94,-1.94
-0.84,-0.84
0.75,0.75
2.84,2.84
5.66,5.66
8.97,8.97
10.72,10.72
10.22,10.22
7.47,7.47
5.47,5.47
5.03,5.03
6.06,6.06
7.59,7.59
8.84,8.84
10.09,10.09
11.09,11.09
10.56,10.56
8.56,8.56
6.06,6.06
4.06,4.06
3.34,3.34
2.66,2.66
0.19,0.19
-3.72,-3.72
-7.62,-7.62
-10.22,-10.22
-11.56,-11.56
-12.38,-12.38
-13.19,-13.19
-13.72,-13.72
-13.25,-13.25
-13.06,-13.06
-13.84,-13.84
-15.88,-15.88
-17.87,-17.87
-18.87,-18.87
-18.84,-18.84
-18.84,-18.84
-18.81,-18.81
-19.03,-19.03
-18.0,-18.0
-16.22,-16.22
-14.94,-14.94
-14.2,-14.2
-13.2,-13.2
-10.95,-10.95
-6.73,-6.73
-2.55,-2.55
0.86,0.86
2.97,2.97
5.06,5.06
7.89,7.89
10.7,10.7
11.97,11.97
11.98,11.98
11.73,11.73
12.25,12.25
13.25,13.25
13.73,13.73
14.22,14.22
15.45,15.45
17.17,17.17
18.86,18.86
19.53,19.53
19.45,19.45
20.12,20.12
22.28,22.28
24.91,24.91
26.77,26.77
28.11,28.11
30.67,30.67
35.22,35.22
39.95,39.95
43.66,43.66
44.56,44.56
34.44,34.44
-4.33,-4.33
-78.75,-78.75
-169.98,-169.98
-244.34,-244.34
-279.75,-279.75
-272.28,-272.28
-230.85,-230.85
-168.01,-168.01
-102.71,-102.71
-62.5,-62.5
-65.39,-65.39
-102.25,-102.25
-144.76,-144.76
-173.1,-173.1
-191.16,-191.16
-215.78,-215.78
-251.64,-251.64
-282.89,-282.89
-291.8,-291.8
-280.34,-280.34
-265.2,-265.2
-253.4,-253.4
-238.92,-238.92
-219.03,-219.03
-203.05,-203.05
-200.43,-200.43
-206.05,-206.05
-208.09,-208.09
-200.83,-200.83
-188.86,-188.86
-179.47,-179.47
-174.39,-174.39
-169.82,-169.82
-162.02,-162.02
-154.02,-154.02
-149.07,-149.07
-147.89,-147.89
-146.96,-146.96
-142.75,-142.75
-134.06,-134.06
-123.44,-123.44
-112.64,-112.64
-103.17,-103.17
-94.77,-94.77
-86.94,-86.94
-78.91,-78.91
-70.45,-70.45
-61.3,-61.3
-51.97,-51.97
-42.97,-42.97
-34.05,-34.05
-25.72,-25.72
-17.69,-17.69
-10.0,-10.0
-2.34,-2.34
4.97,4.97
12.47,12.47
19.62,19.62
26.75,26.75
33.53,33.53
40.25,40.25
46.66,46.66
53.0,53.0
59.25,59.25
65.22,65.22
71.12,71.12
76.94,76.94
82.44,82.44
87.91,87.91
93.03,93.03
98.12,98.12
103.16,103.16
107.81,107.81
112.75,112.75
117.06,117.06
121.56,121.56
125.81,125.81
129.94,129.94
133.81,133.81
137.62,137.62
141.31,141.31
145.0,145.0
148.37,148.37
151.75,151.75
155.0,155.0
157.94,157.94
161.12,161.12
164.0,164.0
166.56,166.56
169.31,169.31
171.81,171.81
174.44,174.44
176.81,176.81
178.87,178.87
180.87,180.87
182.62,182.62
184.56,184.56
186.19,186.19
187.75,187.75
189.31,189.31
190.81,190.81
192.31,192.31
193.75,193.75
194.87,194.87
195.94,195.94
197.0,197.0
197.75,197.75
198.75,198.75
199.5,199.5
200.31,200.31
200.94,200.94
201.37,201.37
201.75,201.75
202.0,202.0
202.25,202.25
202.44,202.44
202.5,202.5
202.5,202.5
202.31,202.31
202.25,202.25
202.19,202.19
201.94,201.94
201.62,201.62
201.37,201.37
200.87,200.87
200.44,200.44
199.94,199.94
199.25,199.25
198.56,198.56
197.87,197.87
197.12,197.12
196.25,196.25
195.37,195.37
194.44,194.44
193.5,193.5
192.56,192.56
191.56,191.56
190.56,190.56
189.31,189.31
188.0,188.0
186.75,186.75
185.25,185.25
183.94,183.94
182.56,182.56
181.12,181.12
179.75,179.75
178.31,178.31
176.94,176.94
175.5,175.5
173.94,173.94
172.37,172.37
170.5,170.5
168.69,168.69
166.69,166.69
164.87,164.87
163.0,163.0
161.25,161.25
159.44,159.44
157.56,157.56
155.81,155.81
153.75,153.75
151.87,151.87
149.94,149.94
147.87,147.87
145.87,145.87
143.81,143.81
141.87,141.87
139.81,139.81
137.62,137.62
135.56,135.56
133.5,133.5
131.31,131.31
129.25,129.25
127.06,127.06
124.87,124.87
122.69,122.69
120.5,120.5
118.31,118.31
116.12,116.12
113.94,113.94
111.62,111.62
109.44,109.44
107.12,107.12
105.0,105.0
102.69,102.69
100.37,100.37
98.12,98.12
95.87,95.87
93.56,93.56
91.31,91.31
89.0,89.0
86.75,86.75
84.5,84.5
82.19,82.19
79.94,79.94
77.62,77.62
75.37,75.37
73.12,73.12
70.87,70.87
68.56,68.56
66.34,66.34
64.06,64.06
61.84,61.84
59.66,59.66
57.47,57.47
55.31,55.31
53.03,53.03
50.75,50.75
48.38,48.38
46.13,46.13
43.91,43.91
41.69,41.69
39.53,39.53
37.41,37.41
35.38,35.38
33.31,33.31
31.19,31.19
28.97,28.97
26.81,26.81
24.56,24.56
22.44,22.44
20.28,20.28
18.25,18.25
16.19,16.19
14.19,14.19
12.11,12.11
10.13,10.13
8.09,8.09
6.14,6.14
4.14,4.14
2.16,2.16
0.25,0.25
-1.69,-1.69
-3.61,-3.61
-5.53,-5.53
-7.36,-7.36
-9.23,-9.23
-11.09,-11.09
-12.92,-12.92
-14.74,-14.74
-16.54,-16.54
-18.32,-18.32
-20.09,-20.09
-21.82,-21.82
-23.55,-23.55
-25.25,-25.25
-26.94,-26.94
-28.6,-28.6
-30.25,-30.25
-31.87,-31.87
-33.51,-33.51
-35.1,-35.1
-36.66,-36.66
-38.18,-38.18
-39.61,-39.61
-40.71,-40.71
-38.11,-38.11
-21.53,-21.53
19.75,19.75
78.43,78.43
131.91,131.91
168.76,168.76
195.8,195.8
229.97,229.97
289.23,289.23
369.3,369.3
438.91,438.91
479.44,479.44
505.31,505.31
531.0,531.0
550.58,550.58
558.62,558.62
562.23,562.23
569.98,569.98
582.05,582.05
589.16,589.16
582.34,582.34
563.25,563.25
539.81,539.81
515.06,515.06
484.19,484.19
443.44,443.44
401.25,401.25
373.75,373.75
366.06,366.06
363.41,363.41
347.66,347.66
319.19,319.19
293.53,293.53
281.81,281.81
282.5,282.5
286.69,286.69
285.31,285.31
273.81,273.81
252.81,252.81
226.19,226.19
198.75,198.75
173.56,173.56
151.94,151.94
133.31,133.31
116.44,116.44
99.81,99.81
82.81,82.81
65.19,65.19
47.31,47.31
29.62,29.62
12.44,12.44
-4.0,-4.0
-19.87,-19.87
-35.19,-35.19
-50.13,-50.13
-64.87,-64.87
-79.25,-79.25
-93.37,-93.37
-107.12,-107.12
-120.62,-120.62
-133.75,-133.75
-146.37,-146.37
-158.87,-158.87
-170.75,-170.75
-182.62,-182.62
-194.0,-194.0
-205.12,-205.12
-216.0,-216.0
-226.62,-226.62
-236.87,-236.87
-246.62,-246.62
-256.25,-256.25
-265.37,-265.37
-274.25,-274.25
-283.0,-283.0
-291.5,-291.5
-299.62,-299.62
-307.5,-307.5
-315.25,-315.25
-322.5,-322.5
-329.62,-329.62
-336.37,-336.37
-343.0,-343.0
-349.37,-349.37
-355.5,-355.5
-361.25,-361.25
-366.87,-366.87
-372.12,-372.12
-377.37,-377.37
-382.25,-382.25
-386.75,-386.75
-391.25,-391.25
-395.5,-395.5
-399.5,-399.5
-403.25,-403.25
-406.87,-406.87
-410.25,-410.25
-413.37,-413.37
-416.25,-416.25
-419.12,-419.12
-421.62,-421.62
-424.12,-424.12
-426.25,-426.25
-428.25,-428.25
-430.0,-430.0
-431.5,-431.5
-433.12,-433.12
-434.25,-434.25
-435.37,-435.37
-436.5,-436.5
-437.25,-437.25
-437.75,-437.75
-438.25,-438.25
-438.5,-438.5
-438.5,-438.5
-438.75,-438.75
-438.5,-438.5
-438.25,-438.25
-437.75,-437.75
-437.25,-437.25
-436.5,-436.5
-435.75,-435.75
-434.5,-434.5
-433.5,-433.5
-432.25,-432.25
-431.0,-431.0
-429.5,-429.5
-428.0,-428.0
-426.0,-426.0
-424.25,-424.25
-422.5,-422.5
-420.25,-420.25
-418.0,-418.0
-416.0,-416.0
-413.5,-413.5
-411.0,-411.0
-408.5,-408.5
-405.75,-405.75
-403.0,-403.0
-400.25,-400.25
-397.25,-397.25
-394.25,-394.25
-391.25,-391.25
-388.0,-388.0
-385.0,-385.0
-381.37,-381.37
-378.12,-378.12
-374.5,-374.5
-371.12,-371.12
-367.5,-367.5
-363.87,-363.87
-359.87,-359.87
-356.12,-356.12
-352.25,-352.25
-348.5,-348.5
-344.5,-344.5
-340.37,-340.37
-336.12,-336.12
-332.12,-332.12
-328.0,-328.0
-323.75,-323.75
-319.37,-319.37
-315.0,-315.0
-310.62,-310.62
-306.37,-306.37
-302.0,-302.0
-297.37,-297.37
-293.0,-293.0
-288.37,-288.37
-283.75,-283.75
-279.0,-279.0
-274.37,-274.37
-269.75,-269.75
-265.12,-265.12
-260.5,-260.5
-255.87,-255.87
-251.0,-251.0
-246.25,-246.25
-241.12,-241.12
-236.25,-236.25
-231.37,-231.37
-226.62,-226.62
-221.75,-221.75
-217.0,-217.0
-212.12,-212.12
-207.37,-207.37
-202.62,-202.62
-197.37,-197.37
-192.62,-192.62
-187.87,-187.87
-182.62,-182.62
-178.0,-178.0
-172.75,-172.75
-168.12,-168.12
-163.0,-163.0
-158.37,-158.37
-153.25,-153.25
-148.25,-148.25
-143.62,-143.62
-138.62,-138.62
-133.62,-133.62
-129.12,-129.12
-124.12,-124.12
-119.25,-119.25
-114.37,-114.37
-109.5,-109.5
-105.12,-105.12
-100.25,-100.25
-95.5,-95.5
-90.69,-90.69
-85.94,-85.94
-81.25,-81.25
-76.56,-76.56
-71.94,-71.94
-67.31,-67.31
-62.75,-62.75
-58.19,-58.19
-53.69,-53.69
-48.69,-48.69
-44.25,-44.25
