channel1,channel2
-38.16,-38.16
-36.61,-36.61
-36.81,-36.81
-38.52,-38.52
-40.44,-40.44
-41.34,-41.34
-41.48,-41.48
-41.87,-41.87
-43.23,-43.23
-44.84,-44.84
-45.91,-45.91
-46.23,-46.23
-46.29,-46.29
-46.34,-46.34
-45.88,-45.88
-44.16,-44.16
-41.7,-41.7
-40.02,-40.02
-39.34,-39.34
-39.41,-39.41
-39.22,-39.22
-38.53,-38.53
-38.09,-38.09
-38.65,-38.65
-38.95,-38.95
-37.99,-37.99
-35.53,-35.53
-32.34,-32.34
-30.67,-30.67
-30.52,-30.52
-30.86,-30.86
-30.45,-30.45
-29.27,-29.27
-28.12,-28.12
-26.96,-26.96
-25.81,-25.81
-24.17,-24.17
-22.79,-22.79
-21.92,-21.92
-21.05,-21.05
-19.94,-19.94
-17.84,-17.84
-16.0,-16.0
-14.92,-14.92
-14.86,-14.86
-15.29,-15.29
-15.46,-15.46
-15.63,-15.63
-16.8,-16.8
-18.46,-18.46
-19.34,-19.34
-17.97,-17.97
-14.61,-14.61
-10.52,-10.52
-7.22,-7.22
-5.45,-5.45
-4.95,-4.95
-4.69,-4.69
-5.69,-5.69
-7.18,-7.18
-8.41,-8.41
-8.37,-8.37
-7.08,-7.08
-5.8,-5.8
-5.29,-5.29
-5.52,-5.52
-5.51,-5.51
-5.24,-5.24
-4.97,-4.97
-5.71,-5.71
-6.94,-6.94
-8.16,-8.16
-8.61,-8.61
-8.31,-8.31
-7.26,-7.26
-5.47,-5.47
-2.45,-2.45
1.3,1.3
4.52,4.52
6.2,6.2
6.87,6.87
7.78,7.78
9.68,9.68
12.06,12.06
13.67,13.67
14.01,14.01
14.1,14.1
14.18,14.18
14.76,14.76
15.09,15.09
14.9,14.9
14.97,14.97
15.29,15.29
15.59,15.59
15.9,15.9
15.7,15.7
15.5,15.5
16.04,16.04
17.33,17.33
18.11,18.11
18.13,18.13
18.89,18.89
20.64,20.64
23.38,23.38
25.58,25.58
26.52,26.52
25.93,25.93
24.86,24.86
24.03,24.03
22.96,22.96
21.15,21.15
19.35,19.35
18.06,18.06
17.54,17.54
17.76,17.76
17.23,17.23
15.7,15.7
14.44,14.44
14.18,14.18
14.42,14.42
14.91,14.91
15.9,15.9
18.37,18.37
21.81,21.81
24.97,24.97
26.6,26.6
26.21,26.21
25.07,25.07
24.19,24.19
24.81,24.81
25.92,25.92
27.26,27.26
29.34,29.34
32.15,32.15
34.93,34.93
36.92,36.92
37.64,37.64
37.61,37.61
37.06,37.06
36.01,36.01
34.72,34.72
33.43,33.43
33.65,33.65
36.12,36.12
39.3,39.3
40.71,40.71
39.09,39.09
35.98,35.98
33.39,33.39
33.32,33.32
35.5,35.5
37.9,37.9
39.78,39.78
41.13,41.13
41.71,41.71
41.04,41.04
38.86,38.86
36.19,36.19
34.8,34.8
34.91,34.91
35.02,35.02
34.12,34.12
31.72,31.72
29.09,29.09
27.48,27.48
26.12,26.12
23.78,23.78
20.21,20.21
16.67,16.67
13.9,13.9
11.91,11.91
9.43,9.43
6.23,6.23
3.55,3.55
2.65,2.65
3.01,3.01
3.36,3.36
2.71,2.71
1.81,1.81
1.17,1.17
0.29,0.29
-1.83,-1.83
-5.19,-5.19
-8.76,-8.76
-11.3,-11.3
-12.31,-12.31
-12.32,-12.32
-12.07,-12.07
-11.32,-11.32
-9.83,-9.83
-8.1,-8.1
-7.88,-7.88
-9.66,-9.66
-12.68,-12.68
-14.92,-14.92
-14.88,-14.88
-13.09,-13.09
-11.32,-11.32
-10.06,-10.06
-8.81,-8.81
-7.08,-7.08
-5.85,-5.85
-5.39,-5.39
-5.68,-5.68
-5.71,-5.71
-5.5,-5.5
-4.79,-4.79
-4.83,-4.83
-5.12,-5.12
-5.16,-5.16
-4.69,-4.69
-4.23,-4.23
-5.03,-5.03
-7.31,-7.31
-10.08,-10.08
-11.31,-11.31
-9.54,-9.54
-5.53,-5.53
-1.05,-1.05
3.13,3.13
6.28,6.28
7.4,7.4
5.0,5.0
0.38,0.38
-4.45,-4.45
-7.24,-7.24
-8.0,-8.0
-8.5,-8.5
-9.75,-9.75
-11.23,-11.23
-11.2,-11.2
-9.67,-9.67
-7.64,-7.64
-7.14,-7.14
-7.89,-7.89
-9.38,-9.38
-11.11,-11.11
-13.57,-13.57
-17.25,-17.25
-21.9,-21.9
-26.26,-26.26
-29.32,-29.32
-31.59,-31.59
-33.09,-33.09
-34.08,-34.08
-33.79,-33.79
-31.76,-31.76
-29.24,-29.24
-27.24,-27.24
-25.75,-25.75
-24.27,-24.27
-21.8,-21.8
-19.11,-19.11
-16.93,-16.93
-15.27,-15.27
-12.87,-12.87
-9.0,-9.0
-4.65,-4.65
-1.35,-1.35
0.43,0.43
1.43,1.43
2.93,2.93
5.67,5.67
8.63,8.63
11.55,11.55
14.96,14.96
19.32,19.32
23.9,23.9
26.68,26.68
26.43,26.43
24.43,24.43
22.69,22.69
22.97,22.97
24.74,24.74
27.74,27.74
30.71,30.71
33.89,33.89
35.79,35.79
35.43,35.43
33.05,33.05
29.95,29.95
28.12,28.12
28.29,28.29
29.47,29.47
30.38,30.38
30.78,30.78
31.66,31.66
32.79,32.79
33.4,33.4
32.25,32.25
29.61,29.61
26.48,26.48
24.63,24.63
23.79,23.79
23.71,23.71
23.87,23.87
24.78,24.78
26.68,26.68
28.05,28.05
27.41,27.41
25.27,25.27
22.65,22.65
21.04,21.04
20.2,20.2
19.11,19.11
17.04,17.04
14.97,14.97
13.42,13.42
12.89,12.89
12.36,12.36
11.32,11.32
10.05,10.05
8.79,8.79
8.04,8.04
7.05,7.05
6.06,6.06
5.83,5.83
7.1,7.1
9.61,9.61
11.34,11.34
10.81,10.81
8.78,8.78
6.27,6.27
4.27,4.27
2.3,2.3
0.1,0.1
-1.84,-1.84
-2.51,-2.51
-1.91,-1.91
-0.83,-0.83
-1.26,-1.26
-2.93,-2.93
-4.84,-4.84
-6.47,-6.47
-7.59,-7.59
-9.45,-9.45
-11.8,-11.8
-13.62,-13.62
-14.16,-14.16
-14.21,-14.21
-14.75,-14.75
-15.78,-15.78
-17.05,-17.05
-17.81,-17.81
-18.56,-18.56
-20.05,-20.05
-22.02,-22.02
-23.72,-23.72
-23.4,-23.4
-22.08,-22.08
-21.02,-21.02
-21.71,-21.71
-22.4,-22.4
-22.08,-22.08
-20.5,-20.5
-18.44,-18.44
-16.89,-16.89
-15.86,-15.86
-14.58,-14.58
-13.56,-13.56
-13.55,-13.55
-15.54,-15.54
-17.5,-17.5
-17.95,-17.95
-16.39,-16.39
-14.34,-14.34
-13.3,-13.3
-13.53,-13.53
-14.25,-14.25
-14.71,-14.71
-14.66,-14.66
-15.12,-15.12
-15.57,-15.57
-15.01,-15.01
-13.2,-13.2
-12.16,-12.16
-13.13,-13.13
-16.08,-16.08
-18.76,-18.76
-19.91,-19.91
-19.54,-19.54
-18.67,-18.67
-18.56,-18.56
-19.2,-19.2
-19.58,-19.58
-20.45,-20.45
-21.56,-21.56
-22.91,-22.91
-23.5,-23.5
-22.57,-22.57
-21.4,-21.4
-21.48,-21.48
-22.82,-22.82
-24.63,-24.63
-25.18,-25.18
-25.22,-25.22
-25.5,-25.5
-26.28,-26.28
-27.05,-27.05
-26.55,-26.55
-25.3,-25.3
-24.82,-24.82
-26.34,-26.34
-28.83,-28.83
-30.8,-30.8
-31.49,-31.49
-30.93,-30.93
-30.12,-30.12
-28.55,-28.55
-25.75,-25.75
-22.47,-22.47
-21.22,-21.22
-22.97,-22.97
-26.95,-26.95
-30.4,-30.4
-32.06,-32.06
-32.95,-32.95
-34.33,-34.33
-37.68,-37.68
-42.75,-42.75
-48.27,-48.27
-53.48,-53.48
-58.14,-58.14
-61.49,-61.49
-63.55,-63.55
-66.09,-66.09
-70.34,-70.34
-76.8,-76.8
-84.43,-84.43
-91.48,-91.48
-96.45,-96.45
-99.62,-99.62
-102.73,-102.73
-106.55,-106.55
-110.08,-110.08
-112.05,-112.05
-111.99,-111.99
-110.66,-110.66
-106.58,-106.58
-99.02,-99.02
-87.02,-87.02
-72.1,-72.1
-57.57,-57.57
-45.66,-45.66
-36.6,-36.6
-28.87,-28.87
-21.45,-21.45
-13.85,-13.85
-6.56,-6.56
1.15,1.15
10.3,10.3
20.86,20.86
31.57,31.57
40.94,40.94
48.7,48.7
55.89,55.89
63.01,63.01
69.55,69.55
75.02,75.02
80.93,80.93
88.28,88.28
97.04,97.04
106.21,106.21
114.03,114.03
120.51,120.51
126.16,126.16
131.0,131.0
134.02,134.02
135.49,135.49
135.92,135.92
137.83,137.83
141.71,141.71
148.03,148.03
154.51,154.51
158.92,158.92
158.51,158.51
152.33,152.33
140.68,140.68
125.37,125.37
108.93,108.93
94.87,94.87
85.68,85.68
81.05,81.05
78.96,78.96
77.13,77.13
75.3,75.3
73.47,73.47
71.65,71.65
68.34,68.34
63.55,63.55
58.54,58.54
55.57,55.57
54.61,54.61
53.91,53.91
51.2,51.2
46.52,46.52
39.61,39.61
30.27,30.27
17.75,17.75
0.85,0.85
-19.15,-19.15
-39.96,-39.96
-59.83,-59.83
-78.25,-78.25
-95.0,-95.0
-108.83,-108.83
-118.77,-118.77
-124.09,-124.09
-125.86,-125.86
-126.08,-126.08
-125.28,-125.28
-122.98,-122.98
-118.42,-118.42
-112.89,-112.89
-107.89,-107.89
-104.42,-104.42
-100.97,-100.97
-97.03,-97.03
-92.87,-92.87
-89.98,-89.98
-88.85,-88.85
-87.46,-87.46
-83.83,-83.83
-76.72,-76.72
-66.91,-66.91
-55.93,-55.93
-43.3,-43.3
-29.77,-29.77
-15.36,-15.36
-1.58,-1.58
10.33,10.33
20.62,20.62
29.57,29.57
37.43,37.43
43.46,43.46
47.18,47.18
49.12,49.12
50.02,50.02
50.16,50.16
49.29,49.29
46.92,46.92
44.32,44.32
43.73,43.73
45.64,45.64
49.03,49.03
51.63,51.63
51.95,51.95
51.25,51.25
50.31,50.31
48.87,48.87
45.68,45.68
40.26,40.26
34.64,34.64
31.81,31.81
32.76,32.76
35.44,35.44
38.09,38.09
40.46,40.46
42.56,42.56
42.38,42.38
38.69,38.69
29.78,29.78
17.45,17.45
3.23,3.23
-11.87,-11.87
-27.82,-27.82
-44.13,-44.13
-60.77,-60.77
-74.26,-74.26
-83.61,-83.61
-87.36,-87.36
-87.07,-87.07
-84.77,-84.77
-82.47,-82.47
-83.18,-83.18
-86.87,-86.87
-89.02,-89.02
-84.64,-84.64
-70.28,-70.28
-47.04,-47.04
-20.5,-20.5
4.79,4.79
26.35,26.35
44.71,44.71
62.4,62.4
81.92,81.92
103.74,103.74
126.35,126.35
151.24,151.24
176.37,176.37
198.75,198.75
214.4,214.4
220.37,220.37
217.75,217.75
208.62,208.62
196.04,196.04
184.55,184.55
174.64,174.64
166.79,166.79
160.48,160.48
155.21,155.21
149.47,149.47
143.25,143.25
136.07,136.07
129.44,129.44
122.34,122.34
115.8,115.8
109.79,109.79
103.82,103.82
98.4,98.4
92.5,92.5
87.15,87.15
81.33,81.33
76.05,76.05
70.81,70.81
65.11,65.11
60.45,60.45
55.31,55.31
50.23,50.23
45.67,45.67
41.16,41.16
36.68,36.68
32.23,32.23
27.82,27.82
23.45,23.45
19.11,19.11
15.31,15.31
11.55,11.55
7.31,7.31
3.61,3.61
-0.06,-0.06
-3.19,-3.19
-6.8,-6.8
-10.36,-10.36
-13.39,-13.39
-16.91,-16.91
-19.87,-19.87
-22.81,-22.81
-25.72,-25.72
-28.59,-28.59
-31.45,-31.45
-34.27,-34.27
-37.05,-37.05
-39.31,-39.31
-42.03,-42.03
-44.23,-44.23
-46.91,-46.91
-49.05,-49.05
-51.16,-51.16
-53.25,-53.25
-55.3,-55.3
-57.33,-57.33
-58.84,-58.84
-60.83,-60.83
-62.78,-62.78
-64.2,-64.2
-66.11,-66.11
-67.48,-67.48
-68.84,-68.84
-70.67,-70.67
-71.97,-71.97
-73.25,-73.25
-74.5,-74.5
-75.75,-75.75
-76.47,-76.47
-77.66,-77.66
-78.81,-78.81
-79.97,-79.97
-80.59,-80.59
-81.72,-81.72
-82.31,-82.31
-83.37,-83.37
-83.91,-83.91
-84.44,-84.44
-84.97,-84.97
-85.94,-85.94
-86.41,-86.41
-86.87,-86.87
-87.31,-87.31
-87.72,-87.72
-87.62,-87.62
-88.03,-88.03
-88.41,-88.41
-88.75,-88.75
-88.59,-88.59
-88.91,-88.91
-89.22,-89.22
-89.03,-89.03
-89.31,-89.31
-89.06,-89.06
-89.34,-89.34
-89.06,-89.06
-88.81,-88.81
-88.53,-88.53
-88.72,-88.72
-88.41,-88.41
-88.09,-88.09
-87.78,-87.78
-87.44,-87.44
-87.09,-87.09
-86.72,-86.72
-86.34,-86.34
-85.97,-85.97
-85.59,-85.59
-85.19,-85.19
-84.78,-84.78
-84.37,-84.37
-83.44,-83.44
-83.0,-83.0
-82.56,-82.56
-81.62,-81.62
-81.19,-81.19
-80.72,-80.72
-79.75,-79.75
-79.28,-79.28
-78.31,-78.31
-77.81,-77.81
-76.84,-76.84
-76.34,-76.34
-75.34,-75.34
-74.34,-74.34
-73.84,-73.84
-72.84,-72.84
-71.84,-71.84
-71.31,-71.31
-70.31,-70.31
-69.28,-69.28
-68.25,-68.25
-67.75,-67.75
-66.72,-66.72
-65.69,-65.69
-64.66,-64.66
-63.63,-63.63
-62.59,-62.59
-62.08,-62.08
-61.03,-61.03
-60.0,-60.0
-58.97,-58.97
-57.94,-57.94
-56.91,-56.91
-55.88,-55.88
-54.84,-54.84
-53.81,-53.81
-52.3,-52.3
-51.27,-51.27
-50.25,-50.25
-49.23,-49.23
-48.22,-48.22
-47.2,-47.2
-46.19,-46.19
-45.17,-45.17
-44.17,-44.17
-42.67,-42.67
-41.67,-41.67
-40.67,-40.67
-39.69,-39.69
-38.69,-38.69
-37.2,-37.2
-36.23,-36.23
-35.25,-35.25
-34.28,-34.28
-32.81,-32.81
-31.86,-31.86
-30.91,-30.91
-29.95,-29.95
-29.0,-29.0
-27.56,-27.56
-26.63,-26.63
-25.2,-25.2
-24.28,-24.28
-22.87,-22.87
-21.96,-21.96
-21.06,-21.06
-19.66,-19.66
-18.78,-18.78
-17.9,-17.9
-16.52,-16.52
-15.66,-15.66
-14.8,-14.8
-13.45,-13.45
-12.6,-12.6
-11.27,-11.27
-10.44,-10.44
-9.12,-9.12
-8.3,-8.3
-7.0,-7.0
-6.21,-6.21
-5.42,-5.42
-4.14,-4.14
-3.37,-3.37
-2.11,-2.11
-1.35,-1.35
-0.11,-0.11
0.63,0.63
1.85,1.85
2.57,2.57
3.78,3.78
4.48,4.48
5.16,5.16
6.35,6.35
7.02,7.02
8.18,8.18
8.84,8.84
9.98,9.98
10.61,10.61
11.74,11.74
12.35,12.35
13.46,13.46
14.05,14.05
15.14,15.14
15.71,15.71
16.78,16.78
17.34,17.34
17.88,17.88
16.92,16.92
13.97,13.97
6.54,6.54
-4.33,-4.33
-16.59,-16.59
-27.74,-27.74
-37.28,-37.28
-46.23,-46.23
-55.59,-55.59
-64.86,-64.86
-73.53,-73.53
-80.11,-80.11
-86.12,-86.12
-92.06,-92.06
-97.94,-97.94
-103.25,-103.25
-106.48,-106.48
-109.19,-109.19
-112.34,-112.34
-115.95,-115.95
-119.02,-119.02
-122.02,-122.02
-124.98,-124.98
-129.41,-129.41
-134.27,-134.27
-139.06,-139.06
-142.8,-142.8
-145.97,-145.97
-148.59,-148.59
-150.17,-150.17
-148.7,-148.7
-145.25,-145.25
-140.28,-140.28
-135.84,-135.84
-132.94,-132.94
-130.03,-130.03
-126.12,-126.12
-121.75,-121.75
-118.37,-118.37
-117.03,-117.03
-116.19,-116.19
-113.81,-113.81
-109.94,-109.94
-105.12,-105.12
-100.28,-100.28
-95.5,-95.5
-89.75,-89.75
-82.53,-82.53
-76.37,-76.37
-72.25,-72.25
-68.66,-68.66
-65.09,-65.09
-61.06,-61.06
-57.53,-57.53
-56.03,-56.03
-56.53,-56.53
-57.53,-57.53
-56.53,-56.53
-52.5,-52.5
-46.0,-46.0
-38.59,-38.59
-32.19,-32.19
-27.87,-27.87
-27.56,-27.56
-31.81,-31.81
-39.44,-39.44
-50.56,-50.56
-63.5,-63.5
-78.87,-78.87
-96.06,-96.06
-114.62,-114.62
-132.44,-132.44
-149.62,-149.62
-165.56,-165.56
-181.37,-181.37
-196.06,-196.06
-207.5,-207.5
-214.37,-214.37
-217.06,-217.06
-216.75,-216.75
-212.94,-212.94
-204.56,-204.56
-191.81,-191.81
-176.56,-176.56
-161.5,-161.5
-147.5,-147.5
-133.62,-133.62
-118.37,-118.37
-102.69,-102.69
-90.19,-90.19
-81.25,-81.25
-74.44,-74.44
-67.12,-67.12
-56.88,-56.88
-43.69,-43.69
-28.19,-28.19
-10.25,-10.25
10.0,10.0
31.06,31.06
51.44,51.44
70.06,70.06
89.06,89.06
108.87,108.87
132.0,132.0
155.87,155.87
180.0,180.0
201.87,201.87
222.0,222.0
240.0,240.0
255.12,255.12
268.75,268.75
280.62,280.62
291.87,291.87
302.5,302.5
313.37,313.37
323.75,323.75
332.37,332.37
339.87,339.87
346.37,346.37
351.12,351.12
352.37,352.37
351.5,351.5
350.12,350.12
349.62,349.62
350.62,350.62
349.62,349.62
345.5,345.5
336.87,336.87
325.75,325.75
314.25,314.25
304.25,304.25
295.87,295.87
287.0,287.0
276.62,276.62
262.25,262.25
241.62,241.62
216.5,216.5
189.62,189.62
165.0,165.0
144.5,144.5
127.25,127.25
112.12,112.12
99.5,99.5
90.12,90.12
83.75,83.75
79.5,79.5
77.62,77.62
78.87,78.87
83.12,83.12
89.75,89.75
96.37,96.37
102.87,102.87
111.75,111.75
126.62,126.62
147.25,147.25
171.75,171.75
194.37,194.37
211.87,211.87
223.12,223.12
229.87,229.87
233.87,233.87
236.87,236.87
240.0,240.0
245.12,245.12
252.62,252.62
261.5,261.5
269.12,269.12
274.0,274.0
275.62,275.62
275.37,275.37
273.62,273.62
269.87,269.87
264.62,264.62
260.0,260.0
258.5,258.5
259.75,259.75
261.37,261.37
261.5,261.5
261.25,261.25
263.0,263.0
267.5,267.5
273.12,273.12
277.87,277.87
281.62,281.62
285.75,285.75
290.5,290.5
295.75,295.75
300.12,300.12
303.37,303.37
306.62,306.62
310.0,310.0
313.0,313.0
314.0,314.0
313.12,313.12
312.75,312.75
312.87,312.87
312.87,312.87
310.62,310.62
306.37,306.37
302.5,302.5
301.0,301.0
301.12,301.12
301.5,301.5
301.37,301.37
300.12,300.12
297.87,297.87
293.37,293.37
286.0,286.0
276.5,276.5
267.5,267.5
260.87,260.87
256.5,256.5
253.0,253.0
249.37,249.37
244.75,244.75
239.56,239.56
233.62,233.62
226.75,226.75
218.94,218.94
210.62,210.62
202.81,202.81
195.12,195.12
187.44,187.44
179.25,179.25
171.19,171.19
164.12,164.12
157.12,157.12
149.12,149.12
140.44,140.44
132.06,132.06
125.75,125.75
121.75,121.75
119.0,119.0
115.25,115.25
110.56,110.56
105.81,105.81
101.69,101.69
97.5,97.5
92.62,92.62
87.81,87.81
83.69,83.69
81.94,81.94
80.87,80.87
79.12,79.12
75.31,75.31
70.56,70.56
66.31,66.31
63.63,63.63
61.69,61.69
60.0,60.0
59.56,59.56
60.66,60.66
61.94,61.94
61.22,61.22
57.25,57.25
52.06,52.06
48.16,48.16
46.78,46.78
46.44,46.44
45.06,45.06
41.19,41.19
36.09,36.09
30.3,30.3
24.3,24.3
17.84,17.84
11.45,11.45
6.12,6.12
1.59,1.59
-3.16,-3.16
-9.11,-9.11
-16.51,-16.51
-24.08,-24.08
-31.09,-31.09
-37.52,-37.52
-43.39,-43.39
-47.7,-47.7
-49.71,-49.71
-49.46,-49.46
-49.44,-49.44
-51.41,-51.41
-54.87,-54.87
-58.02,-58.02
-59.39,-59.39
-59.75,-59.75
-61.08,-61.08
-63.91,-63.91
-66.69,-66.69
-68.67,-68.67
-70.64,-70.64
-73.34,-73.34
-76.5,-76.5
-79.84,-79.84
-83.16,-83.16
-87.19,-87.19
-92.19,-92.19
-97.34,-97.34
-101.44,-101.44
-104.0,-104.0
-106.25,-106.25
-109.25,-109.25
-113.44,-113.44
-117.78,-117.78
-120.12,-120.12
-120.87,-120.87
-121.19,-121.19
-123.12,-123.12
-127.56,-127.56
-133.5,-133.5
-139.31,-139.31
-144.31,-144.31
-147.69,-147.69
-148.81,-148.81
-148.19,-148.19
-146.5,-146.5
-145.81,-145.81
-147.37,-147.37
-151.62,-151.62
-157.06,-157.06
-162.44,-162.44
-166.5,-166.5
-169.75,-169.75
-171.62,-171.62
-172.06,-172.06
-171.69,-171.69
-171.25,-171.25
-172.56,-172.56
-174.56,-174.56
-176.56,-176.56
-177.5,-177.5
-178.94,-178.94
-181.56,-181.56
-185.81,-185.81
-189.56,-189.56
-191.25,-191.25
-191.69,-191.69
-193.0,-193.0
-196.06,-196.06
-199.56,-199.56
-202.25,-202.25
-203.37,-203.37
-203.75,-203.75
-204.37,-204.37
-204.37,-204.37
-203.87,-203.87
-204.12,-204.12
-205.25,-205.25
-207.62,-207.62
-209.5,-209.5
-209.5,-209.5
-207.25,-207.25
-204.75,-204.75
-204.25,-204.25
-205.5,-205.5
-207.87,-207.87
-210.0,-210.0
-211.87,-211.87
-213.62,-213.62
-215.12,-215.12
-215.0,-215.0
-213.37,-213.37
-211.5,-211.5
-210.62,-210.62
-211.0,-211.0
-211.87,-211.87
-212.12,-212.12
-212.75,-212.75
-214.0,-214.0
-215.37,-215.37
-215.25,-215.25
-213.62,-213.62
-211.87,-211.87
-210.87,-210.87
-211.37,-211.37
-211.37,-211.37
-210.12,-210.12
-207.75,-207.75
-206.37,-206.37
-206.37,-206.37
-207.25,-207.25
-207.0,-207.0
-206.37,-206.37
-205.62,-205.62
-206.12,-206.12
-206.75,-206.75
-206.75,-206.75
-206.87,-206.87
-208.25,-208.25
-210.5,-210.5
-212.75,-212.75
-213.5,-213.5
-213.5,-213.5
-213.87,-213.87
-215.37,-215.37
-216.5,-216.5
-216.0,-216.0
-214.25,-214.25
-213.0,-213.0
-213.87,-213.87
-216.37,-216.37
-218.12,-218.12
-218.25,-218.25
-216.75,-216.75
-215.5,-215.5
-214.5,-214.5
-212.5,-212.5
-209.87,-209.87
-207.62,-207.62
-206.5,-206.5
-205.87,-205.87
-203.5,-203.5
-198.37,-198.37
-191.75,-191.75
-185.25,-185.25
-179.87,-179.87
-175.62,-175.62
-172.87,-172.87
-172.37,-172.37
-173.75,-173.75
-175.0,-175.0
-172.37,-172.37
-165.5,-165.5
-155.62,-155.62
-146.87,-146.87
-140.37,-140.37
-135.75,-135.75
-131.37,-131.37
-126.25,-126.25
-121.87,-121.87
-118.87,-118.87
-117.0,-117.0
-114.87,-114.87
