channel1,channel2
-16.73,-16.73
-16.34,-16.34
-15.7,-15.7
-14.8,-14.8
-14.92,-14.92
-17.04,-17.04
-20.13,-20.13
-21.19,-21.19
-19.23,-19.23
-16.55,-16.55
-15.38,-15.38
-16.23,-16.23
-16.56,-16.56
-15.39,-15.39
-13.72,-13.72
-13.57,-13.57
-14.67,-14.67
-15.0,-15.0
-13.08,-13.08
-10.68,-10.68
-10.05,-10.05
-11.67,-11.67
-13.52,-13.52
-13.86,-13.86
-13.18,-13.18
-13.52,-13.52
-15.35,-15.35
-17.41,-17.41
-17.2,-17.2
-15.23,-15.23
-13.04,-13.04
-12.36,-12.36
-11.43,-11.43
-8.77,-8.77
-5.37,-5.37
-3.26,-3.26
-4.16,-4.16
-6.56,-6.56
-7.68,-7.68
-6.54,-6.54
-5.41,-5.41
-5.79,-5.79
-6.92,-6.92
-6.29,-6.29
-3.65,-3.65
-1.05,-1.05
-1.21,-1.21
-3.13,-3.13
-3.78,-3.78
-2.42,-2.42
-0.57,-0.57
-0.49,-0.49
-1.41,-1.41
-1.32,-1.32
0.52,0.52
2.84,2.84
2.64,2.64
0.44,0.44
-0.99,-0.99
-0.15,-0.15
1.42,1.42
0.98,0.98
-1.95,-1.95
-4.36,-4.36
-3.99,-3.99
-1.88,-1.88
-1.03,-1.03
-2.7,-2.7
-5.1,-5.1
-5.72,-5.72
-5.09,-5.09
-5.71,-5.71
-7.83,-7.83
-9.43,-9.43
-8.51,-8.51
-6.1,-6.1
-5.21,-5.21
-6.82,-6.82
-9.17,-9.17
-9.5,-9.5
-7.82,-7.82
-6.16,-6.16
-5.76,-5.76
-6.12,-6.12
-4.72,-4.72
-1.33,-1.33
2.03,2.03
3.6,3.6
4.17,4.17
5.22,5.22
7.27,7.27
8.04,8.04
6.81,6.81
4.33,4.33
4.13,4.13
6.93,6.93
10.21,10.21
10.7,10.7
8.94,8.94
7.94,7.94
8.94,8.94
11.19,11.19
11.92,11.92
10.14,10.14
8.37,8.37
8.87,8.87
10.61,10.61
11.58,11.58
10.54,10.54
9.76,9.76
10.49,10.49
11.71,11.71
10.92,10.92
7.38,7.38
3.87,3.87
2.64,2.64
2.93,2.93
2.46,2.46
0.99,0.99
-0.46,-0.46
0.85,0.85
3.9,3.9
6.17,6.17
5.67,5.67
4.68,4.68
5.19,5.19
7.7,7.7
9.93,9.93
10.39,10.39
10.34,10.34
12.3,12.3
15.73,15.73
18.38,18.38
18.0,18.0
15.88,15.88
15.27,15.27
17.41,17.41
20.53,20.53
22.12,22.12
22.45,22.45
23.01,23.01
25.32,25.32
27.1,27.1
25.87,25.87
22.38,22.38
18.93,18.93
18.51,18.51
20.34,20.34
21.64,21.64
21.69,21.69
21.98,21.98
23.76,23.76
25.77,25.77
25.26,25.26
22.25,22.25
19.27,19.27
18.81,18.81
20.35,20.35
21.13,21.13
20.14,20.14
18.66,18.66
18.44,18.44
19.22,19.22
18.74,18.74
16.01,16.01
13.06,13.06
12.63,12.63
14.2,14.2
15.5,15.5
15.04,15.04
13.58,13.58
13.64,13.64
15.44,15.44
15.97,15.97
13.74,13.74
10.29,10.29
9.36,9.36
11.44,11.44
13.75,13.75
13.79,13.79
11.82,11.82
10.62,10.62
10.93,10.93
10.98,10.98
8.79,8.79
5.36,5.36
3.21,3.21
4.83,4.83
7.69,7.69
9.26,9.26
8.33,8.33
7.15,7.15
6.98,6.98
7.06,7.06
4.63,4.63
-0.02,-0.02
-3.87,-3.87
-4.7,-4.7
-3.51,-3.51
-3.58,-3.58
-6.41,-6.41
-9.7,-9.7
-11.47,-11.47
-11.46,-11.46
-11.71,-11.71
-13.45,-13.45
-15.17,-15.17
-14.88,-14.88
-12.83,-12.83
-11.06,-11.06
-12.04,-12.04
-14.27,-14.27
-14.97,-14.97
-13.42,-13.42
-11.88,-11.88
-12.1,-12.1
-13.31,-13.31
-13.76,-13.76
-12.96,-12.96
-13.16,-13.16
-16.11,-16.11
-20.03,-20.03
-21.91,-21.91
-20.52,-20.52
-18.38,-18.38
-18.02,-18.02
-19.66,-19.66
-20.77,-20.77
-19.88,-19.88
-18.99,-18.99
-20.35,-20.35
-23.45,-23.45
-25.27,-25.27
-23.57,-23.57
-19.38,-19.38
-16.22,-16.22
-15.09,-15.09
-13.97,-13.97
-11.36,-11.36
-7.77,-7.77
-6.21,-6.21
-7.16,-7.16
-8.61,-8.61
-8.04,-8.04
-5.47,-5.47
-3.68,-3.68
-3.65,-3.65
-4.12,-4.12
-2.84,-2.84
-0.32,-0.32
1.18,1.18
0.41,0.41
-0.84,-0.84
-0.34,-0.34
2.16,2.16
4.63,4.63
4.59,4.59
3.79,3.79
4.0,4.0
6.45,6.45
8.39,8.39
8.8,8.8
8.21,8.21
9.37,9.37
12.52,12.52
15.39,15.39
15.99,15.99
14.32,14.32
13.42,13.42
14.02,14.02
14.87,14.87
13.95,13.95
12.04,12.04
11.65,11.65
14.26,14.26
17.59,17.59
18.89,18.89
17.18,17.18
15.48,15.48
16.04,16.04
18.09,18.09
18.87,18.87
17.15,17.15
14.43,14.43
13.49,13.49
14.06,14.06
13.61,13.61
11.93,11.93
10.0,10.0
10.09,10.09
11.67,11.67
11.5,11.5
9.07,9.07
5.41,5.41
3.53,3.53
3.92,3.92
4.06,4.06
2.69,2.69
0.59,0.59
0.0,0.0
0.93,0.93
1.59,1.59
-0.25,-0.25
-3.83,-3.83
-6.37,-6.37
-6.64,-6.64
-6.16,-6.16
-7.18,-7.18
-8.69,-8.69
-8.93,-8.93
-6.17,-6.17
-2.69,-2.69
-0.73,-0.73
-0.55,-0.55
-0.11,-0.11
1.82,1.82
3.48,3.48
2.63,2.63
-0.22,-0.22
-2.54,-2.54
-1.84,-1.84
0.61,0.61
1.29,1.29
-0.05,-0.05
-1.62,-1.62
-0.93,-0.93
1.01,1.01
1.18,1.18
-0.9,-0.9
-2.96,-2.96
-2.5,-2.5
-0.3,-0.3
0.88,0.88
-0.2,-0.2
-2.02,-2.02
-2.07,-2.07
-0.62,-0.62
0.57,0.57
-0.51,-0.51
-2.32,-2.32
-2.12,-2.12
-0.17,-0.17
1.76,1.76
1.43,1.43
0.1,0.1
0.53,0.53
3.45,3.45
6.35,6.35
6.97,6.97
5.84,5.84
5.21,5.21
5.59,5.59
5.46,5.46
2.59,2.59
-1.51,-1.51
-3.57,-3.57
-1.62,-1.62
1.83,1.83
3.48,3.48
2.12,2.12
0.28,0.28
-1.05,-1.05
-1.86,-1.86
-4.92,-4.92
-9.7,-9.7
-13.69,-13.69
-14.88,-14.88
-13.81,-13.81
-13.51,-13.51
-14.95,-14.95
-16.37,-16.37
-16.03,-16.03
-14.7,-14.7
-14.87,-14.87
-17.53,-17.53
-20.92,-20.92
-22.03,-22.03
-21.37,-21.37
-20.72,-20.72
-21.81,-21.81
-23.15,-23.15
-22.47,-22.47
-19.54,-19.54
-17.64,-17.64
-18.25,-18.25
-20.6,-20.6
-21.43,-21.43
-19.99,-19.99
-17.82,-17.82
-17.66,-17.66
-18.51,-18.51
-17.59,-17.59
-14.18,-14.18
-10.05,-10.05
-7.95,-7.95
-7.37,-7.37
-6.3,-6.3
-3.73,-3.73
-1.19,-1.19
-1.41,-1.41
-4.15,-4.15
-6.6,-6.6
-6.27,-6.27
-4.46,-4.46
-4.16,-4.16
-6.35,-6.35
-9.78,-9.78
-11.93,-11.93
-13.55,-13.55
-16.16,-16.16
-19.99,-19.99
-22.78,-22.78
-22.8,-22.8
-20.8,-20.8
-20.58,-20.58
-22.85,-22.85
-25.6,-25.6
-25.58,-25.58
-22.79,-22.79
-19.78,-19.78
-19.05,-19.05
-19.56,-19.56
-19.07,-19.07
-16.59,-16.59
-14.62,-14.62
-14.16,-14.16
-14.46,-14.46
-12.76,-12.76
-9.56,-9.56
-7.15,-7.15
-7.51,-7.51
-9.11,-9.11
-9.7,-9.7
-8.27,-8.27
-7.12,-7.12
-8.47,-8.47
-11.05,-11.05
-12.12,-12.12
-10.17,-10.17
-7.48,-7.48
-6.82,-6.82
-8.67,-8.67
-10.25,-10.25
-9.31,-9.31
-6.62,-6.62
-4.97,-4.97
-5.07,-5.07
-5.93,-5.93
-5.77,-5.77
-5.62,-5.62
-7.46,-7.46
-11.05,-11.05
-14.09,-14.09
-13.86,-13.86
-11.87,-11.87
-10.15,-10.15
-10.45,-10.45
-10.98,-10.98
-10.27,-10.27
-9.06,-9.06
-9.36,-9.36
-12.15,-12.15
-14.67,-14.67
-14.16,-14.16
-10.91,-10.91
-7.68,-7.68
-6.48,-6.48
-6.79,-6.79
-5.6,-5.6
-2.41,-2.41
0.49,0.49
0.62,0.62
-1.0,-1.0
-1.86,-1.86
-0.96,-0.96
0.43,0.43
0.55,0.55
0.43,0.43
1.81,1.81
5.18,5.18
8.01,8.01
8.07,8.07
6.12,6.12
5.2,5.2
6.78,6.78
9.09,9.09
10.13,10.13
9.66,9.66
9.45,9.45
10.73,10.73
11.75,11.75
10.01,10.01
5.79,5.79
2.35,2.35
2.44,2.44
4.78,4.78
6.35,6.35
5.15,5.15
2.97,2.97
2.05,2.05
2.14,2.14
1.49,1.49
-0.42,-0.42
-2.55,-2.55
-2.92,-2.92
-2.03,-2.03
-2.65,-2.65
-6.02,-6.02
-10.1,-10.1
-11.64,-11.64
-9.92,-9.92
-7.46,-7.46
-6.53,-6.53
-7.1,-7.1
-5.91,-5.91
-2.74,-2.74
-0.34,-0.34
-1.46,-1.46
-5.08,-5.08
-7.66,-7.66
-6.97,-6.97
-4.53,-4.53
-2.36,-2.36
-1.46,-1.46
0.18,0.18
3.3,3.3
6.4,6.4
6.97,6.97
5.28,5.28
3.85,3.85
4.19,4.19
5.02,5.02
4.1,4.1
1.18,1.18
-0.71,-0.71
-0.08,-0.08
2.54,2.54
3.38,3.38
2.22,2.22
0.32,0.32
0.44,0.44
1.55,1.55
1.66,1.66
0.01,0.01
-1.37,-1.37
-0.24,-0.24
2.63,2.63
3.98,3.98
2.56,2.56
-0.6,-0.6
-1.47,-1.47
0.41,0.41
3.02,3.02
4.11,4.11
3.94,3.94
5.02,5.02
7.59,7.59
10.13,10.13
10.4,10.4
9.67,9.67
9.94,9.94
11.96,11.96
12.96,12.96
11.44,11.44
8.94,8.94
8.46,8.46
10.98,10.98
13.73,13.73
13.45,13.45
10.67,10.67
8.66,8.66
9.68,9.68
12.18,12.18
13.16,13.16
12.37,12.37
11.84,11.84
13.57,13.57
16.52,16.52
17.45,17.45
15.87,15.87
14.79,14.79
16.48,16.48
20.14,20.14
22.53,22.53
22.13,22.13
20.99,20.99
21.35,21.35
22.21,22.21
21.3,21.3
17.41,17.41
12.79,12.79
10.21,10.21
10.16,10.16
10.35,10.35
8.79,8.79
6.25,6.25
4.73,4.73
4.46,4.46
3.71,3.71
0.7,0.7
-2.52,-2.52
-3.21,-3.21
-0.9,-0.9
2.14,2.14
2.65,2.65
1.41,1.41
1.18,1.18
2.95,2.95
4.45,4.45
3.44,3.44
0.19,0.19
-1.78,-1.78
-1.23,-1.23
0.55,0.55
1.08,1.08
-0.15,-0.15
-0.37,-0.37
1.66,1.66
4.18,4.18
4.42,4.42
2.16,2.16
-0.58,-0.58
-0.8,-0.8
0.49,0.49
0.76,0.76
-1.47,-1.47
-3.93,-3.93
-4.61,-4.61
-3.79,-3.79
-3.72,-3.72
-6.16,-6.16
-8.82,-8.82
-9.46,-9.46
-7.84,-7.84
-6.48,-6.48
-6.88,-6.88
-8.03,-8.03
-7.42,-7.42
-4.56,-4.56
-2.48,-2.48
-2.92,-2.92
-4.1,-4.1
-3.27,-3.27
0.3,0.3
4.09,4.09
4.85,4.85
3.85,3.85
3.85,3.85
5.86,5.86
8.34,8.34
8.55,8.55
7.51,7.51
7.98,7.98
10.69,10.69
14.13,14.13
15.78,15.78
15.41,15.41
15.8,15.8
17.68,17.68
19.79,19.79
19.62,19.62
17.21,17.21
15.57,15.57
16.68,16.68
18.79,18.79
18.37,18.37
14.45,14.45
9.82,9.82
7.73,7.73
7.91,7.91
8.08,8.08
7.0,7.0
5.18,5.18
4.87,4.87
5.07,5.07
4.02,4.02
1.22,1.22
-1.3,-1.3
-1.55,-1.55
1.21,1.21
4.19,4.19
5.39,5.39
5.33,5.33
6.27,6.27
8.2,8.2
9.11,9.11
7.51,7.51
4.43,4.43
3.37,3.37
5.32,5.32
8.25,8.25
9.16,9.16
8.05,8.05
7.21,7.21
8.12,8.12
9.52,9.52
9.41,9.41
8.05,8.05
7.7,7.7
8.84,8.84
10.48,10.48
9.86,9.86
7.98,7.98
6.62,6.62
8.02,8.02
10.66,10.66
11.78,11.78
10.38,10.38
8.24,8.24
7.62,7.62
7.26,7.26
3.89,3.89
-2.94,-2.94
-9.71,-9.71
-12.91,-12.91
-11.59,-11.59
-8.77,-8.77
-6.48,-6.48
-4.21,-4.21
-0.71,-0.71
4.01,4.01
6.93,6.93
6.33,6.33
3.98,3.98
2.41,2.41
3.59,3.59
5.27,5.27
5.43,5.43
5.08,5.08
5.99,5.99
8.64,8.64
10.27,10.27
9.13,9.13
5.49,5.49
3.14,3.14
3.06,3.06
3.98,3.98
3.89,3.89
2.8,2.8
3.23,3.23
6.39,6.39
10.28,10.28
11.63,11.63
9.47,9.47
6.57,6.57
5.7,5.7
6.34,6.34
5.97,5.97
4.35,4.35
3.25,3.25
4.4,4.4
6.8,6.8
7.17,7.17
5.54,5.54
3.67,3.67
3.82,3.82
4.71,4.71
4.35,4.35
2.49,2.49
0.65,0.65
1.32,1.32
3.99,3.99
5.63,5.63
4.26,4.26
1.4,1.4
0.56,0.56
1.98,1.98
3.64,3.64
3.29,3.29
1.68,1.68
1.59,1.59
3.75,3.75
5.89,5.89
5.76,5.76
3.88,3.88
2.52,2.52
2.91,2.91
3.06,3.06
1.7,1.7
-0.39,-0.39
-0.47,-0.47
1.46,1.46
2.86,2.86
1.01,1.01
-3.83,-3.83
-7.88,-7.88
-8.63,-8.63
-6.63,-6.63
-4.9,-4.9
-4.43,-4.43
-3.71,-3.71
-1.25,-1.25
1.43,1.43
2.6,2.6
2.0,2.0
1.91,1.91
3.81,3.81
6.45,6.45
6.82,6.82
4.43,4.43
1.81,1.81
1.71,1.71
3.62,3.62
4.01,4.01
1.39,1.39
-2.45,-2.45
-4.76,-4.76
-4.8,-4.8
-4.83,-4.83
-6.62,-6.62
-9.38,-9.38
-9.87,-9.87
-7.36,-7.36
-4.11,-4.11
-2.15,-2.15
-1.7,-1.7
-0.75,-0.75
1.93,1.93
3.84,3.84
3.74,3.74
1.63,1.63
1.04,1.04
2.21,2.21
3.61,3.61
2.76,2.76
0.41,0.41
-0.92,-0.92
0.76,0.76
3.68,3.68
4.82,4.82
2.95,2.95
0.85,0.85
0.26,0.26
0.44,0.44
-0.89,-0.89
-3.71,-3.71
-5.51,-5.51
-4.28,-4.28
-0.82,-0.82
1.37,1.37
1.28,1.28
-0.06,-0.06
0.12,0.12
1.04,1.04
1.46,1.46
0.37,0.37
-0.96,-0.96
-0.77,-0.77
-0.09,-0.09
-0.91,-0.91
-4.73,-4.73
-9.01,-9.01
-10.5,-10.5
-9.23,-9.23
-7.21,-7.21
-7.46,-7.46
-8.96,-8.96
-9.95,-9.95
-9.42,-9.42
-10.15,-10.15
-13.87,-13.87
-19.05,-19.05
-22.43,-22.43
-22.53,-22.53
-20.63,-20.63
-19.73,-19.73
-19.35,-19.35
-17.71,-17.71
-13.59,-13.59
-9.25,-9.25
-7.45,-7.45
-8.67,-8.67
-9.87,-9.87
-8.56,-8.56
-5.76,-5.76
-3.99,-3.99
-4.23,-4.23
-4.72,-4.72
-3.95,-3.95
-2.69,-2.69
-3.19,-3.19
-5.69,-5.69
-8.16,-8.16
-7.86,-7.86
-6.06,-6.06
-5.27,-5.27
-7.0,-7.0
-8.7,-8.7
-8.14,-8.14
-5.83,-5.83
-3.79,-3.79
-4.02,-4.02
-5.25,-5.25
-5.47,-5.47
-3.93,-3.93
-3.41,-3.41
-5.14,-5.14
-7.6,-7.6
-7.79,-7.79
-5.23,-5.23
-2.44,-2.44
-1.42,-1.42
-1.92,-1.92
-1.41,-1.41
0.6,0.6
2.34,2.34
1.56,1.56
-0.96,-0.96
-1.71,-1.71
0.29,0.29
3.04,3.04
3.5,3.5
0.96,0.96
-1.81,-1.81
-1.8,-1.8
-0.29,-0.29
-0.04,-0.04
-1.3,-1.3
-2.55,-2.55
-1.53,-1.53
0.73,0.73
1.21,1.21
-0.3,-0.3
-1.81,-1.81
-1.8,-1.8
-1.04,-1.04
-2.54,-2.54
-6.77,-6.77
-11.21,-11.21
-13.36,-13.36
-13.49,-13.49
-14.12,-14.12
-16.99,-16.99
-20.08,-20.08
-20.88,-20.88
-18.68,-18.68
-15.75,-15.75
-14.33,-14.33
-13.94,-13.94
-12.54,-12.54
-9.4,-9.4
-6.54,-6.54
-5.45,-5.45
-5.88,-5.88
-5.8,-5.8
-4.21,-4.21
-2.65,-2.65
-2.34,-2.34
-2.54,-2.54
-0.99,-0.99
2.8,2.8
5.55,5.55
5.53,5.53
2.76,2.76
0.51,0.51
0.53,0.53
1.56,1.56
1.07,1.07
-0.16,-0.16
-0.63,-0.63
1.4,1.4
4.16,4.16
5.15,5.15
3.88,3.88
3.12,3.12
4.86,4.86
7.84,7.84
9.04,9.04
6.73,6.73
2.44,2.44
-0.31,-0.31
-1.29,-1.29
-2.51,-2.51
-5.21,-5.21
-8.14,-8.14
-9.3,-9.3
-9.19,-9.19
-9.83,-9.83
-11.96,-11.96
-14.08,-14.08
-12.92,-12.92
-9.02,-9.02
-5.4,-5.4
-4.07,-4.07
-4.24,-4.24
-3.42,-3.42
-0.85,-0.85
1.44,1.44
0.97,0.97
-1.51,-1.51
-2.96,-2.96
-2.14,-2.14
-1.08,-1.08
-1.79,-1.79
-3.98,-3.98
-5.41,-5.41
-4.57,-4.57
-3.24,-3.24
-4.17,-4.17
-7.34,-7.34
-10.48,-10.48
-11.59,-11.59
-11.44,-11.44
-12.54,-12.54
-15.37,-15.37
-17.43,-17.43
-16.97,-16.97
-15.26,-15.26
-15.06,-15.06
-16.86,-16.86
-18.14,-18.14
-16.66,-16.66
-13.44,-13.44
-11.0,-11.0
-11.07,-11.07
-11.65,-11.65
-10.22,-10.22
-6.54,-6.54
-3.16,-3.16
-2.05,-2.05
-1.95,-1.95
-0.1,-0.1
3.23,3.23
5.78,5.78
6.05,6.05
5.58,5.58
6.85,6.85
10.36,10.36
13.09,13.09
13.3,13.3
11.49,11.49
10.96,10.96
12.42,12.42
13.88,13.88
13.31,13.31
11.5,11.5
11.45,11.45
13.91,13.91
17.33,17.33
18.23,18.23
16.61,16.61
14.76,14.76
15.67,15.67
17.82,17.82
18.94,18.94
17.81,17.81
16.18,16.18
16.06,16.06
16.2,16.2
15.33,15.33
13.21,13.21
11.86,11.86
13.53,13.53
16.17,16.17
16.29,16.29
13.65,13.65
10.54,10.54
9.71,9.71
10.88,10.88
10.78,10.78
7.94,7.94
4.37,4.37
2.59,2.59
2.82,2.82
3.04,3.04
0.77,0.77
-2.24,-2.24
-3.46,-3.46
-2.18,-2.18
-0.66,-0.66
-1.65,-1.65
-4.13,-4.13
-5.59,-5.59
-5.28,-5.28
-4.73,-4.73
-5.67,-5.67
-7.37,-7.37
-6.79,-6.79
-3.22,-3.22
1.07,1.07
3.07,3.07
2.8,2.8
2.54,2.54
4.52,4.52
6.99,6.99
7.18,7.18
4.87,4.87
2.58,2.58
2.57,2.57
4.05,4.05
4.26,4.26
2.73,2.73
1.21,1.21
1.45,1.45
2.44,2.44
1.67,1.67
-1.6,-1.6
-5.08,-5.08
-5.78,-5.78
-3.98,-3.98
-2.43,-2.43
-2.41,-2.41
-3.13,-3.13
-2.1,-2.1
0.18,0.18
1.43,1.43
-0.08,-0.08
-2.82,-2.82
-4.04,-4.04
-2.99,-2.99
-1.21,-1.21
-0.69,-0.69
-0.68,-0.68
0.84,0.84
3.84,3.84
5.31,5.31
3.52,3.52
0.24,0.24
-1.26,-1.26
0.76,0.76
3.76,3.76
4.98,4.98
4.44,4.44
4.15,4.15
6.11,6.11
8.56,8.56
8.48,8.48
5.9,5.9
3.1,3.1
3.07,3.07
5.04,5.04
6.49,6.49
5.93,5.93
4.62,4.62
4.07,4.07
4.02,4.02
2.23,2.23
-1.3,-1.3
-4.04,-4.04
-3.76,-3.76
-1.48,-1.48
-0.48,-0.48
-1.73,-1.73
-3.22,-3.22
-2.44,-2.44
0.08,0.08
1.07,1.07
-1.2,-1.2
-4.69,-4.69
-6.15,-6.15
-5.1,-5.1
-3.55,-3.55
-3.77,-3.77
-4.99,-4.99
-4.94,-4.94
-2.9,-2.9
-1.37,-1.37
-2.61,-2.61
-5.83,-5.83
-7.78,-7.78
-6.95,-6.95
-5.88,-5.88
-6.57,-6.57
-9.01,-9.01
-10.17,-10.17
-8.57,-8.57
-6.73,-6.73
-6.9,-6.9
-9.58,-9.58
-11.48,-11.48
-11.36,-11.36
-10.23,-10.23
-10.87,-10.87
-13.25,-13.25
-14.86,-14.86
-13.45,-13.45
-10.55,-10.55
-8.92,-8.92
-10.06,-10.06
-11.44,-11.44
-10.3,-10.3
-7.92,-7.92
-6.81,-6.81
-7.96,-7.96
-9.1,-9.1
-7.48,-7.48
-3.62,-3.62
-0.54,-0.54
-0.25,-0.25
-0.46,-0.46
1.09,1.09
4.12,4.12
5.87,5.87
5.11,5.11
3.85,3.85
5.36,5.36
9.85,9.85
13.79,13.79
15.2,15.2
14.59,14.59
15.49,15.49
18.37,18.37
20.23,20.23
18.57,18.57
15.17,15.17
12.79,12.79
13.94,13.94
16.33,16.33
16.94,16.94
15.29,15.29
13.91,13.91
14.28,14.28
14.9,14.9
13.01,13.01
9.39,9.39
7.8,7.8
10.47,10.47
15.12,15.12
17.72,17.72
16.05,16.05
12.89,12.89
10.25,10.25
8.39,8.39
5.54,5.54
1.97,1.97
0.18,0.18
2.66,2.66
7.36,7.36
10.27,10.27
9.41,9.41
6.79,6.79
5.46,5.46
5.88,5.88
5.55,5.55
2.72,2.72
-0.59,-0.59
-0.61,-0.61
2.61,2.61
5.81,5.81
6.23,6.23
5.39,5.39
6.06,6.06
8.47,8.47
10.36,10.36
9.22,9.22
6.35,6.35
5.26,5.26
7.42,7.42
9.81,9.81
8.68,8.68
4.56,4.56
1.22,1.22
0.17,0.17
-0.38,-0.38
-3.67,-3.67
-8.93,-8.93
-12.39,-12.39
-11.32,-11.32
-8.25,-8.25
-6.21,-6.21
-6.44,-6.44
-6.42,-6.42
-4.4,-4.4
-1.39,-1.39
-0.41,-0.41
-1.94,-1.94
-3.21,-3.21
-1.46,-1.46
1.77,1.77
2.72,2.72
0.66,0.66
-1.38,-1.38
-0.65,-0.65
1.83,1.83
3.03,3.03
0.96,0.96
-1.83,-1.83
-2.34,-2.34
-0.61,-0.61
0.37,0.37
-1.42,-1.42
-3.94,-3.94
-4.19,-4.19
-1.43,-1.43
1.3,1.3
1.76,1.76
0.46,0.46
1.17,1.17
4.13,4.13
7.06,7.06
7.21,7.21
5.61,5.61
5.02,5.02
6.69,6.69
8.59,8.59
7.97,7.97
5.61,5.61
5.02,5.02
7.43,7.43
10.82,10.82
11.43,11.43
9.28,9.28
7.14,7.14
7.53,7.53
8.91,8.91
8.28,8.28
5.15,5.15
2.55,2.55
3.22,3.22
5.64,5.64
6.78,6.78
5.42,5.42
3.56,3.56
3.97,3.97
6.38,6.38
7.01,7.01
5.13,5.13
2.28,2.28
1.69,1.69
3.12,3.12
4.03,4.03
2.93,2.93
1.09,1.09
1.77,1.77
5.19,5.19
7.57,7.57
7.19,7.19
5.06,5.06
4.44,4.44
6.34,6.34
7.71,7.71
5.82,5.82
1.7,1.7
-1.14,-1.14
-0.45,-0.45
1.98,1.98
2.89,2.89
1.79,1.79
0.21,0.21
-0.37,-0.37
-1.19,-1.19
-4.0,-4.0
-8.28,-8.28
-10.78,-10.78
-9.0,-9.0
-5.48,-5.48
-3.75,-3.75
-4.53,-4.53
-5.8,-5.8
-5.06,-5.06
-3.58,-3.58
-4.11,-4.11
-7.63,-7.63
-10.87,-10.87
-11.83,-11.83
-11.03,-11.03
-11.49,-11.49
-14.69,-14.69
-17.85,-17.85
-17.74,-17.74
-15.12,-15.12
-12.78,-12.78
-13.21,-13.21
-15.13,-15.13
-15.78,-15.78
-14.42,-14.42
-13.57,-13.57
-14.97,-14.97
-16.62,-16.62
-16.49,-16.49
-13.87,-13.87
-11.76,-11.76
-12.42,-12.42
-14.83,-14.83
-15.21,-15.21
-12.58,-12.58
-9.98,-9.98
-9.65,-9.65
-11.07,-11.07
-10.97,-10.97
-8.38,-8.38
-6.06,-6.06
-6.51,-6.51
-9.45,-9.45
-11.11,-11.11
-9.51,-9.51
-6.42,-6.42
-5.36,-5.36
-7.06,-7.06
-9.24,-9.24
-9.15,-9.15
-8.3,-8.3
-9.47,-9.47
-12.87,-12.87
-15.99,-15.99
-15.58,-15.58
-12.92,-12.92
-11.53,-11.53
-12.66,-12.66
-13.52,-13.52
-11.87,-11.87
-8.73,-8.73
-7.63,-7.63
-10.03,-10.03
-13.41,-13.41
-14.0,-14.0
-11.34,-11.34
-8.95,-8.95
-9.08,-9.08
-10.46,-10.46
-10.07,-10.07
-6.94,-6.94
-4.08,-4.08
-4.0,-4.0
-5.42,-5.42
-5.57,-5.57
-3.47,-3.47
-1.64,-1.64
-2.58,-2.58
-4.76,-4.76
-5.42,-5.42
-3.07,-3.07
-0.24,-0.24
-0.19,-0.19
-3.14,-3.14
-5.06,-5.06
-4.21,-4.21
-2.37,-2.37
-2.55,-2.55
-5.22,-5.22
-7.37,-7.37
-7.25,-7.25
-6.13,-6.13
-7.27,-7.27
-10.89,-10.89
-13.74,-13.74
-12.8,-12.8
-10.12,-10.12
-8.71,-8.71
-9.82,-9.82
-11.16,-11.16
-9.99,-9.99
-7.33,-7.33
-6.19,-6.19
-7.81,-7.81
-9.92,-9.92
-9.0,-9.0
-5.34,-5.34
-2.71,-2.71
-2.86,-2.86
-4.76,-4.76
-5.38,-5.38
-4.01,-4.01
-3.64,-3.64
-5.27,-5.27
-6.89,-6.89
-5.5,-5.5
-0.87,-0.87
3.98,3.98
5.52,5.52
4.31,4.31
3.85,3.85
5.64,5.64
7.92,7.92
7.93,7.93
6.18,6.18
4.95,4.95
6.24,6.24
8.0,8.0
7.5,7.5
4.76,4.76
2.79,2.79
4.33,4.33
7.37,7.37
8.62,8.62
7.11,7.11
5.11,5.11
4.38,4.38
4.41,4.41
2.68,2.68
-0.78,-0.78
-3.46,-3.46
-2.61,-2.61
0.48,0.48
2.54,2.54
1.84,1.84
0.88,0.88
2.19,2.19
5.24,5.24
7.0,7.0
5.75,5.75
3.26,3.26
3.04,3.04
5.33,5.33
8.09,8.09
8.82,8.82
8.8,8.8
10.53,10.53
14.24,14.24
17.41,17.41
18.05,18.05
16.68,16.68
16.08,16.08
17.22,17.22
17.6,17.6
15.48,15.48
12.12,12.12
10.8,10.8
12.98,12.98
16.14,16.14
16.77,16.77
14.89,14.89
13.53,13.53
14.92,14.92
17.3,17.3
16.91,16.91
12.52,12.52
7.17,7.17
4.11,4.11
3.58,3.58
3.31,3.31
2.29,2.29
2.27,2.27
5.01,5.01
8.47,8.47
9.65,9.65
7.81,7.81
5.25,5.25
4.45,4.45
4.66,4.66
3.87,3.87
1.33,1.33
-0.93,-0.93
0.33,0.33
4.83,4.83
8.78,8.78
9.95,9.95
9.1,9.1
9.27,9.27
10.67,10.67
11.32,11.32
8.96,8.96
4.86,4.86
1.81,1.81
1.53,1.53
2.0,2.0
1.22,1.22
-0.05,-0.05
1.43,1.43
5.66,5.66
10.34,10.34
11.48,11.48
9.36,9.36
6.76,6.76
6.17,6.17
6.6,6.6
5.02,5.02
2.45,2.45
1.15,1.15
